track,artist,genre,valence_tags,arousal_tags
Sanctuary,Bvdub,ambient,6.56698224852071,3.8063313609467455
Plastic Energy Man,Papa M,chill,6.33,3.3
Down by the Riverside,The Dirty Dozen Brass Band,jazz,6.815945945945947,5.247297297297297
Wake as Gun I,Porcupine Tree,progressive rock,7.4062068965517245,4.807586206896551
Falling Into Place,Mike Viola & The Candy Butchers,,6.575,4.73
Skies of America,Ornette Coleman,jazz,5.74,5.24
Suspended On All Fours,Spastic Ink,progressive metal,5.0,5.28
Suicide is painless,Nick Drake,singer-songwriter,4.016666666666667,3.566666666666667
Petite Roses,Diane Cluck,folk,6.857105263157894,3.5671052631578952
What in the Hell Were You Two Doing in my Camper,Tom Anderson,,4.0,5.7
Savory,Jawbox,rock,4.631844660194175,3.2739805825242723
37 Stars Dub,Richard Houghten,electronica,4.965,4.905
Heart Of Glass,Scala,,4.0,5.7
My First Piece Of Meat (Joachim Witt Mix),Obszön Geschöpf,drone,3.545,3.84
Teleopsis belzebuth,Zloty Dawai,noise,2.5,2.64
Hear Me Lord,George Harrison,classic rock,5.82,4.82
Fame Kills,Dangerous Muse,electronic,6.1575,5.159999999999999
The Band,Mando Diao,indie rock,8.064166666666669,5.676666666666667
The Storm,Wojciech Kilar,soundtrack,4.22688679245283,4.355188679245282
Sleepwalking,The Chain Gang of 1974,indie,7.685,4.085
Atlantic Realm,Clannad,celtic,4.930000000000001,5.49
Deshominisation,Alain Goraguer,,5.88,4.05
Muscle Museum (full length version),Muse,alternative rock,6.84,3.81
Das Windspiel,Spreu & Weizen,martial industrial,5.4,4.23
Low Down,The Rolling Stones,rock,3.08,5.869999999999999
Memory,Elaine Stratos,,4.38,3.55
I Want You (She's So Heavy),The Beatles,classic rock,5.644022988505747,4.679770114942529
Endless,Bozzio Levin Stevens,progressive rock,2.523333333333333,2.033333333333333
Handful Of Desire,The Residents,avant-garde,5.36,5.699999999999999
Everytime,Fractured,electro-industrial,3.34,1.405
Cut Me Down,Lloyd Cole and The Commotions,pop,5.121136363636364,2.7286363636363635
Best Feeling,Keller Williams,indie,6.084999999999999,3.6525
Not Enough,Jacob Allen,indie,4.625714285714285,4.284285714285715
Yeah Is What We Want,Grandaddy,indie,7.42,3.17
Disorder - 2007 Remaster,Joy Division,alternative,5.08,4.09
White Boy Day!,endorphin,indie rock,1.265,3.1
Aden Prayers,Afgin,psychill,7.55,6.9
You Say,Coach Fingers,,6.0,4.45
Calling All the Monsters,China Anne McClain,halloween,0.391304347826087,0.6978260869565217
Raised Ranch Revolution,Wheat,rock,3.565,1.52
Endless,The Reds,trance,4.892857142857143,4.678571428571429
Jonny! Never Go Home,PENTAGONIC,noise rock,3.5622898903775884,4.5673568818514
"NGoHT, (Budapest) 2008.09.13 - Live @ K2",Patrick DSP,techno,5.375,4.75
Krieg Total,Gert 3000,pop,3.874513513513514,4.963567567567568
Green Apples,Chantal Kreviazuk,pop,6.786666666666667,3.5391666666666666
The Railway House,Patrick Wolf,singer-songwriter,4.961111111111111,3.2422222222222223
Think eyes away,Rumskib,dream pop,6.858,4.52
Pogo,E!E,mantra,6.21,3.5
Feelgood By Numbers,The Go! Team,indie,7.377540983606557,5.181803278688525
Gymnopédies,Erik Satie,classical,6.19,3.1766666666666663
Say Goodnight,Peter White,smooth jazz,6.29,3.21
First Love Song,Luke Bryan,country,6.937631578947368,4.946052631578948
15 - Black,Pearl Jam,grunge,4.392,4.128
You're My Angel,Shaggy,hip-hop,4.8966666666666665,4.066666666666666
Peanut Duck,Marsha Gee,soul,3.6025,4.41
The Old Songs,Barry Manilow,pop,6.853333333333333,3.6266666666666665
Denco,Compagnie Dankan,world,5.6175,4.1850000000000005
Never Had Nobody Like You,M. Ward,folk,7.416421052631579,4.808421052631579
Seven Cities (Armin Mix),Solar Stone,trance,6.52,4.625
Fortunate,이적,,3.445,0.835
Down,The Society of Invisibles,rock,1.76,2.68
If I Had A Heart (Live),Fever Ray,electronic,3.15,3.32
Disappearing Act,Grizzly Bear,indie,4.816435643564356,4.443762376237624
愛のランナー,堀ちえみ,idol,7.1066666666666665,4.82
Feathers And Down,The Cardigans,pop,5.531764705882353,3.392058823529412
Sky Sailor (Float Away),"Daft Punk, TRS-80 & Ariel Pink",ambient,3.5053846153846147,3.2784615384615385
Dawn Of The Locusts  (Daleh Remix),Jello Biafra with The Melvins,punk,3.065,4.1925
Kung Fu Christmas,Christopher Guest,soul,6.65,4.77
Paikea Legend,Lisa Gerrard,soundtrack,2.645,1.74
Lobby Number,Sylvia Fine,,6.65,4.77
Southern Can Mama,Blind Willie McTell,blues,3.4455172413793105,3.5820689655172413
Hilarious Movie of the 90's,Four Tet,electronic,8.213846153846154,5.648461538461539
Reborn,Technical Itch,drum and bass,5.027692307692307,4.868076923076924
Take It (Radio Edit),Tom Novy,house,7.32,5.010000000000001
Don't You Want Me? (Hooj Mix),Felix da Housecat,dance,5.595,5.18
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,pop,7.42,6.8
Sneaky Drums,Etnoscope,electronic,7.55,6.9
Pride Away,Kutless,christian rock,4.6000000000000005,4.21
Beach Side Property,Modest Mouse,indie rock,4.398965517241379,6.458620689655173
Photograph,Project X,,4.29,4.68
The Sixteenth Six-Tooth Son of Fourteen Four-Regional Dimensions (Still Unnamed),Demilich,death metal,5.0,5.28
Einer von den Wise Guys,Wise Guys,a cappella,8.143999999999998,6.08
Old Man's Valley,Wolfsheim,synthpop,5.853333333333333,3.473333333333333
Leaving On A Jet Plane---,John Denver,country,6.47,3.22
The Hidden Camera (Static Mix),Photek,electronic,6.05,5.45
Come to Me,T.D. Jakes,,6.84,3.64
Over And Over,Sylvester,disco,3.055,2.025
Through Different Eyes,Jon Jenkins,ambient,6.040000000000001,3.114701986754967
All That I Know,The Get Up Kids,emo,4.366666666666666,3.283333333333333
Hooray,Minus the Bear,indie,5.359625,4.302625000000001
At This Point in My Life,Tracy Chapman,folk,3.812,3.608000000000001
Move Your Body,Selector,piano,4.0,5.7
1 Thing,Amerie,pop,6.697000000000001,5.815333333333332
When David heard,Thomas Weelkes,renaissance,3.369803921568628,2.026470588235294
That Old Black Magic,Louis Prima,swing,3.793333333333333,3.83
Freak,Belle and Sebastian,indie,6.377046632124352,3.6742487046632126
Love Me Like A River Does,Melody Gardot,jazz,5.510123456790124,3.823703703703704
Electric Funeral (Instrumental),Black Sabbath,rock,2.5,4.29
Tanzflaechenmann,Accessory,industrial,3.8666666666666663,5.196666666666666
I Think I'll Disappear Now,Crash Test Dummies,rock,7.235,3.655
Magla,Zagrob,industrial,3.9939999999999993,3.732
Kadia Blues,Orchestre de la Paillote,jazz,3.303333333333333,3.4233333333333333
Temple Of The Pharoah,David Arkenstone,new age,6.6889473684210525,5.360526315789474
Sleep,Eric Whitacre,choral,3.34,1.405
Jesus Was a Cross Maker,Warren Zevon,rock,2.513333333333333,3.3233333333333333
Pantalea ～散夜花影～,志方あきこ,folk,4.452447552447553,3.707867132867133
I Don't Want to Be Alone,Billy Joel,classic rock,6.2025,4.295
i think i'm in love,The Moldy Peaches,,7.413333333333333,5.673333333333333
Grinding Process,Melvins,punk,3.08,5.87
Gravity,Pram,experimental,5.37,5.19
Sly,Muhmood,dark ambient,4.536315789473684,4.597368421052631
Come On,Josie and the Pussycats,soundtrack,4.0,2.88
Light Me Up,Bronze Radio Return,,7.26,5.4
Nightflight to Uranus,Datarock,electronic,7.383333333333334,5.4
If I Think of Love,OP8,alternative,3.0,4.61
White Trash,Junior Senior,electronic,7.11,5.71375
Choking Game,Chevelle,alternative rock,3.44,6.035
Jigga My Nigga  Version (Explicit)),Ruff Ryders,rap,6.84,3.81
Doesn't Really Matter,Brandy,chill,4.413925925925926,3.2973827160493827
This is the Cult (Album Version),Vargotah,metal,5.005714285714285,4.5442857142857145
Sag es jetzt (instrumental),:Wumpscut:,noise,3.917142857142857,4.18
You,Lloyd,hip-hop,6.419999999999999,2.76
Dark City,Osaka's Dream,metal,2.87,4.34
The Ghost Of EPPEEPEE’s Ghost,Giraffes? Giraffes!,math rock,5.583333333333333,3.6166666666666663
I'm Nice,"Royce da 5'9""",,5.1,4.09
Only Anarchists are Pretty,The World/Inferno Friendship Society,gypsy punk,7.379006622516556,5.564569536423841
Dozo,Puscifer,industrial rock,5.711304347826087,4.577826086956521
Me Too,Meghan Trainor,pop,7.57,5.5
Making the Bombs,Circle Jerks,punk,2.53,6.2
Red Right Hand,Nick Cave & The Bad Seeds,rock,4.384347826086957,4.088550724637681
Lesbian Vampyres From Outer Space,Scary Bitches,deathrock,5.003333333333333,3.3
Touch,Berlin,new wave,3.85,5.64
Baiulus,The Black Atlantic,indie,6.47,1.95
NICE & SLOW,Shikata,metal,5.9209523809523805,4.554285714285714
Reap What You Sow,Diamanda Galás,emo,2.989616519174042,4.751445427728615
Looking for Europe,Sol Invictus,neofolk,4.256,3.3
Waldgeist (Stripped Down To The Bone Remix By Cynical Existence),Totem Obscura vs. Acylum,downtempo,2.2,3.0
This Way,Acoustic Alchemy,smooth jazz,5.409999999999999,3.4799999999999995
Damascus,Devaldi,ambient,7.55,6.9
Tethers (demo),Colours Run,indie,6.1,3.809899497487437
A Classic Arts Showcase,...And You Will Know Us by the Trail of Dead,progressive rock,3.333333333333333,3.066666666666667
"Everybody Wants a Gun (trashy, lo-fi grunge + satire)",Kevin Cryderman,punk,2.75,5.75
Woozy With Cider,James Yorkston and The Athletes,folk,4.5549019607843135,2.781764705882353
Because,Novastar,pop,5.746928571428571,4.339785714285714
Bad Luck,Hot Chip,electronic,6.617000000000001,3.191500000000001
"Forget It, It's A Mystery",Lisa Germano,singer-songwriter,2.54,2.045
Foggy day,Oi Va Voi,folk,6.733861386138614,3.1466336633663365
Genius,The Dandy Warhols,psychedelic rock,3.013333333333333,2.4233333333333333
The Story Of Cruub Pilot Hunter And Lt. Annifer Dubay,The Psychedelic Avengers,electronic,3.14,4.76
Penthouse Flight,Amon Tobin,soundtrack,5.47,5.9
""" - Adaiagio",Edvard Grieg,classical,6.9025,4.5375
Sweet Water Kill (The Ocean Song),Rasputina,cello,4.404999999999999,3.4375
Psychiatric Explorations of the Fetus With Needles,The Flaming Lips,indie,6.39,5.592499999999999
Show Me A God,Tech N9ne,hip-hop,5.65,6.6
Good Times,Charlie Robison,country,6.353333333333334,4.216666666666667
Cleopatra,Goddess,hip hop,6.0992,4.5828
The Alternative Song,Thousand Foot Krutch,christian rock,4.0,3.653333333333333
Society in Ruins,Pail,ebm,4.21,4.6
B4 3D,Architecture in Helsinki,indie pop,6.89,1.67
LHC,Dropjoy,indie,4.81,4.72
Lost in a Leaf,Nheap,electronic,6.81,5.14
definitly pre-cataclysmic in nature,Audio Letter,,6.21,3.5
Still,Longview,indie,6.665,3.79
AVE PLAGUE,King Plague,electronic,4.4,6.0
Beneath the lighting and the moon,Vittorio Vandelli,,5.378333333333333,3.8366666666666656
Sleep In The Wild,Crissi Cochrane,alternative,6.909303482587065,5.220646766169153
Early Morning Dusts,Sabi,electronic,5.035,4.1575
Reverendrum [Tunnel Mix by Nylon Union],Abuse,study,4.806148148148148,3.911851851851852
Tranquillo (Melt My Heart),Carly Simon,pop,6.5,5.923333333333333
Falling in Love (Rework),Stevie King,electronic,6.171880341880343,4.533504273504272
Watching You,The Society of Invisibles,rock,3.52,5.36
Gutless,Hole,grunge,4.149259259259259,6.17925925925926
Apollo and the Buffalo and Anna Anna Anna Oh!,Sunset Rubdown,indie rock,6.488,5.006
State of Confusion,Imphenzia,trance,5.584047619047619,4.560595238095238
Crackerblocks,Ozric Tentacles,progressive rock,3.7566666666666655,2.793333333333333
Santa Fé,Angela Aki,,6.32,6.63
the doing,a finely-tailored jitbag,dance,7.22,6.02
A Daisy Chain 4 Satan (Acid and Flowers mix),My Life with the Thrill Kill Kult,industrial,3.8033333333333337,6.025
Droga na Smolensk,Slawa Przybylska,,5.1,4.09
Feaver Of Separation,___dREàgänN||||||,industrial,2.7694674556213017,4.556035502958579
"Luntä, Baby",Göldin & Bit-Tuner,hip-hop,2.9,5.09
This is the End,Doctor Rockit,experimental,7.63,5.89
Fear City,Elliott Smith,indie,3.84609756097561,4.637073170731707
"Dance, Dance, Christa Paffgen",Anberlin,rock,7.563851851851853,5.694888888888888
Serpent At The Gates Of Wisdom,Robyn Hitchcock & The Egyptians,,5.1,4.09
Girlfriend,Victoria Beckham,pop,4.0,5.7
Just the Same But Brand New,St. Vincent,indie,4.744999999999999,2.9875
There Were Roses,Cara Dillon,folk,4.125714285714285,3.73
Silent Night,David Lanz,piano,5.6175,3.001875
Apathology,Vices I Admire,hip-hop,6.482307692307693,5.278251748251748
Shadows,Warpaint,indie,4.775714285714286,3.4857142857142858
It,Clawfinger,industrial,2.08,3.733333333333333
Fragile,Kylie Minogue,pop,6.476868686868686,4.647070707070706
Crash of a Star,Wynardtage,dark electro,3.94,4.36
Ride the Lawn,Dana Lyons,comic,7.5,4.3
Nur Ein Bisschen [Remy Brecht - Beat Castrator Remix],Phallus Über Alles,cyberpunk,3.94,4.36
Dog Days Are Over (demo),Florence + the Machine,indie,2.1,3.4900000000000007
The Playground,John Ottman,soundtrack,3.25,3.1749999999999994
The Color of Skin,Robert Hood,techno,4.573333333333333,2.8233333333333333
Halcyon & On & On,Orbital,electronic,5.786142857142857,4.062190476190476
Birth,Runhild Gammelsæter,,4.4,6.0
Headcase,Bitter,metal,3.63,4.64
Sabres,Eldad Lidor,jazz fusion,6.65,4.77
The Bells,Venus Hum,electronic,6.55,3.52
Hey Bulldog,The Beatles,classic rock,6.306326530612245,4.747959183673469
IF,Destiny's Child,pop,5.187692307692307,4.487692307692308
Late,Mýa,soul,7.25,5.65
The Bitch Just Kicked Me Out,Nashville Pussy,metal,3.85,5.64
Icarus,WT Anderson and the Road Apples,folk,5.55,4.29
I'm Not Ready,Surfer Blood,indie rock,7.113333333333333,4.543333333333333
Librarian,My Morning Jacket,indie,6.277272727272728,4.626363636363637
Anger (Edmond kara no Tegami),Jean-Jacques Burnel,anime,2.536666666666666,3.43
All About Me,Memphis Bleek,hip-hop,5.1,4.09
End of Line (Remixed by Photek),Photek,electronic,7.205,6.18
Arms Of The Messiah,Miss May I,deathcore,7.19,4.8
Rejs,Jacaszek,experimental,7.63,5.89
It's Not You,The Cure,post-punk,6.151111111111111,5.430000000000001
Whither Must I Wander,Martha Wainwright,indie,5.506,2.8640000000000003
Stole,Kelly Rowland,pop,4.2642500000000005,3.639
Play Dead,Björk,alternative,4.618117647058823,3.772235294117647
Tub,"Oh Yes, Very Exceptional Indeed!",noise,2.983372781065089,4.296686390532544
Contagion,A Trois Dans Les WC,new wave,5.88,4.05
Lanzarote,Speedy J,ambient,4.413333333333333,2.996666666666667
Every Last Drop,Nachtmystium,black metal,3.613333333333333,3.32
Monster (Semothy Jones Remix),Meg Myers,chill,4.182,3.374
Ananga-Ranga,Merzbow,noise,3.08,5.87
Go Go,BTS,k-pop,8.37,6.32
Ghost Howls,Forbes Graham,noise,4.11,4.425
To the Unknown Man,Vangelis,new age,3.8145454545454553,2.5109090909090908
River of Brakelights,Julian Casablancas,indie rock,7.00875,6.3025
Closer to ideal,D'espairsRay,j-rock,3.08,5.87
Words Just Get In The Way (Live At Kings College),Richard Ashcroft,singer-songwriter,6.32,3.23
Scarlet Letter Part 2,Halifax,emo,6.518,3.272
Gardens of the Nile,Zahra M.M.A. Sadiq,electronica,4.63,2.485
Who Needs Shelter,Jason Mraz,singer-songwriter,6.7999519230769225,3.6314423076923066
Too Much Time,John Vanderslice,indie,3.34,1.405
House of the Risin' Sun,Bob Dylan,folk,3.4605263157894743,3.45
AU79,"Tyler, the Creator",hip-hop,6.84,3.810000000000001
West Street,Vladimir Lisanovitch,nu jazz,5.536666666666667,4.18
Pulling G-Spots,Armand van Helden,ambient,6.530148148148148,6.995481481481482
Stay With Me,Crescenzo Vitiello,ambient,7.0,4.43
Try to Sleep,Low,indie,5.775,3.6666666666666665
Tomorrow Is A Long Time,Nickel Creek,bluegrass,6.298085106382978,3.897872340425532
Prophecy,ghostdroid,electronica,2.86,2.045
Eighty Eight,Amusement Parks On Fire,shoegaze,3.6066666666666665,2.186666666666666
Everything's Not Lost,Coldplay,rock,6.0998245614035085,3.6183333333333336
The Way We Used To,Chelsea Wolfe,folk,5.3355625,5.0833125
Second Guessing,Dive Index,electronic,5.83,7.27
Quiet Nights of Quiet Stars,Woven Hand,bossa nova,6.825,5.98
Wo es beginnt,Madsen,rock,7.06,4.51
Light Enough To Travel (Live),The Be Good Tanyas,indie,7.75,4.555
Monument,Burst,metalcore,6.465,5.02
lovesong (sexual assault version),Batcheeba,noise,4.25,5.8975
The Werewolf and Ben,Tera Melos,math rock,4.19,4.55
Piano Three Hands,Morton Feldman,piano,2.475,1.85
Hole In Your Heart,Vicci Martinez,,6.84,3.64
If I Had My Life Again,Melanie B,pop,5.1,4.09
Little Fluffy Clouds,The Orb,ambient,6.563559322033897,4.329661016949152
O Meu Amor,Chico Buarque,mpb,7.71418918918919,5.60527027027027
Would You Love Me,Ryan Shupe & The Rubberband,folk,7.404,5.156
Satin Chic,Goldfrapp,electronic,7.039148936170213,5.469361702127659
Red Water (Fallout Edit),Extize,electronic,3.44,5.63
Croatia 10,Leæther Strip,dark electro,3.9466666666666663,5.09
If U Can´t Dance,Spice Girls,pop,6.52,5.443333333333333
Легенда,Кино,russian rock,5.261428571428572,4.062857142857142
E Nomine Padre (Ben Sage remix),Garon,choral,3.595,2.4
Annie Oakley,Miniature Tigers,indie pop,7.560000000000001,4.55
Lamento Eroico,Rhapsody,symphonic metal,6.57184,5.451440000000001
RIP Dolla,Tyga,,6.42,2.76
Small Axe (LP Version),Trey Anastasio,rock,5.55,4.29
N17,The Saw Doctors,rock,7.3,5.232500000000001
Agnus Dei,Thomas Tallis,renaissance,6.95,5.0
Aika Multaa Muistot [everythi,Sentenced,melodic death metal,3.7,4.163333333333334
Backs,Kraan,krautrock,3.215,2.175
Tennessee Train Tracks,Rocky Votolato,indie,6.012627118644068,2.965084745762712
I Think I Can Change You,The Marvelettes,soul,4.83,4.055
Killbot 2000,Murder By Death,indie,3.8675,2.975
See You,Flunk,trip-hop,6.149005847953217,4.1281286549707605
Madeline,Tickle Me Pink,rock,4.78,3.720769230769231
Damn Son,Trace & Nico,drum and bass,4.371666666666667,4.300476190476191
Ballad Of The Black Gold,Reflection Eternal,hip-hop,5.88,4.05
splitting Wood,Claire Guerreso,folk,4.244,3.726
A New Soldier Follows The Path Of A New King VII,The Moon Lay Hidden Beneath a Cloud,ambient,2.7,2.115
Jesus Christ,Saviour Machine,synthpop,2.0904761904761906,2.1761904761904765
Roscoe,Midlake,indie,5.342957746478874,3.155633802816901
This Is Emilys Other Favorit Song,Emily Osment,pop,6.546666666666667,4.403333333333333
Soft & Warm,Voxtrot,indie,7.562820512820514,4.119487179487179
Blue,Vast,alternative,5.196666666666666,4.51
Chronicles of Vengeance,Alestorm,folk metal,6.912040816326531,5.330408163265306
The Voyage,Crash Test Dummies,rock,4.94,2.8633333333333333
Nice Day For A Sulk,Belle and Sebastian,indie,7.059999999999999,3.95875
Koyo,Perfect Blue,electronica,4.3566666666666665,3.063333333333333
You Turn Me On,Sophie B. Hawkins,pop,7.153333333333333,6.7
"NPR: Wait Wait... Don't Tell Me! for Sunday, May 13 2007",NPR,,7.81,5.33
ゆめのあと,志方あきこ,experimental,5.412313725490195,4.469470588235295
Sea of Sedation,Vic Sadot,folk,7.5,4.3
Nuclear Infected,Alice Cooper,hard rock,2.5133333333333336,3.3233333333333337
Bookends,Simon & Garfunkel,folk,4.890857142857143,3.617428571428571
Assassins Creed Theme,Lorne Balfe,soundtrack,5.25,3.73
Lied für die Armut anderer Leute,Angizia,symphonic metal,5.3,5.36
Asshole,Nirvana,grunge,5.7,5.64
The Sway,Mythss,chill,5.265,4.22
Wayfarer Youth,Alexisonfire,rock,6.46,5.41
The Other Day,Blue Hawaii,ambient pop,6.48,4.24
Someone Wake Me Up,The Veronicas,pop,5.164307692307692,3.9855384615384617
Twenty Four Hours In Lake of Ice,Alaska In Winter,electronic,4.0,2.19
The Frame,Oceansize,progressive rock,5.309799999999999,4.2226
Kahimi Karie et Moi,カヒミ・カリィ,pop,5.63488188976378,4.798346456692914
Everything Has Its Point,Rival Schools,rock,6.84,3.81
Candy Shop,Madonna,pop,7.427142857142857,6.250571428571428
So Far,Faust,krautrock,1.72,1.0833333333333333
Shoulda,Jamie Woon,electronic,5.118571428571428,3.9414285714285713
Temptation Waits,Garbage,rock,6.2404347826086966,4.896521739130436
Detroit Medley,Bruce Springsteen & The E Street Band,rock,7.056666666666667,6.256666666666666
The Riders of Rohan,Howard Shore,soundtrack,6.874594594594595,5.138378378378379
"Gasthof ""Zum Statten Bass""",Dominik Eulberg,,5.88,4.05
He Said She Said,Batacuda sound machine,,5.0,4.17
You Are in Control,Scott Underwood,rock,6.7,4.375652173913044
Gypsy,Lady Gaga,pop,7.212173913043478,5.022608695652173
The Feeling's Back,Suicidal Tendencies,metal,6.95,4.7
Fok,Ólafur Arnalds,piano,5.811379310344826,4.210344827586208
Such A Fool [LIVE],"Keara ""Clôvis"" Thomas",blues,5.12,4.375
Cleanup Time,John Lennon & Yoko Ono,classic rock,7.63,5.89
Lonnie's Lament (Live),Joe Lovano,jazz piano,6.32,5.13
0017,Hecq,electronic,3.675,5.57
Fridge,Victims Family,punk,6.65,4.77
Warheads of Humanity,Von Thronstahl,martial industrial,5.345263157894737,4.206052631578948
Knightroc,Experimenter En Couleur,experimental,5.55,4.29
Come 2-Gether,Floyd,trance,5.889552238805971,4.317164179104478
Seadrum,Boredoms,noise,6.673561643835616,5.157534246575342
a reflection !!,soundfreak,electronic,6.865,4.2
SexyBack,Justin Timberlake,pop,7.488,6.469538461538463
The Passenger,Bad Astronaut,punk,4.993333333333333,3.35
Por Si Alguna Vez Te Vas,La casa azul,indie,8.0,5.76
Sweetmeat,Pigface,industrial,6.4514,6.710800000000001
We're Not Gonna Take It,Bif Naked,rock,6.185,4.6000000000000005
Friendly Game Of Football,The High & Mighty,hip-hop,5.0,4.17
Out There,Dinosaur Jr.,alternative rock,5.016571428571428,4.055714285714286
Dave the Butcher [instrumental],Tom Waits,singer-songwriter,1.715,1.805
Main Theme,Jeremy Soule,soundtrack,6.311372549019608,4.51313725490196
What If I Do,Foo Fighters,rock,5.801666666666667,4.066666666666667
Bed of Lies (feat. Skylar Grey),Nicki Minaj,hip-hop,5.66,4.52
"1,000 Years",Steve Howe,british,6.32,5.13
cage of love,Daija,lounge,4.677024390243902,4.703560975609756
黎明～Aurora～,志方あきこ,celtic,5.280793650793651,4.808730158730159
Ain't No Reason,Brett Dennen,acoustic,6.110512820512819,3.241923076923077
Drink drank drunk,A Sunny Day In Glasgow,shoegaze,3.24,2.12
I\'m Slowly Turning Into You (Live),The White Stripes,,1.97,2.18
o,matt middleton / crude,noise,6.195,4.93
the rake,Marissa Nadler,folk,5.066892778993434,4.991466083150985
Redemption Song (Edit),Toots and The Maytals,reggae,6.84,5.0
World Go Round (Deep Dish vocal mix),Sandy B,,3.34,1.405
In the Flood With the Flood,Father Murphy,,3.44,5.63
Hang On Now (Extended Version),Kajagoogoo,dance,5.29,3.48
"Happy, Ever so Happy",hooyoosay,pop,7.704,5.306
Bequeath thy Visions,Mithras,death metal,5.0,5.28
Sunny Day,Deana Carter,country,5.05,4.57
Ombre,Ludovico Einaudi,piano,2.6588709677419358,1.9951612903225808
5% TINT,Travi$ Scott,hip hop,5.08,4.09
The Shadow Proves the Sunshine,Switchfoot,rock,5.711963190184049,3.150368098159509
Shoulder Holster (Instrumental Mix),Morcheeba,,5.68,4.27
Prayer of a simple mind,Baskyl,electronic,3.34,1.405
Sonic Attack,Hawkwind,psychedelic rock,4.4,6.0
Time Flies,Román,spanish pop,7.17,6.33
March of the Meanies,The Beatles,classic rock,4.760000000000001,4.979411764705882
The One I Love,Greg Laswell,indie,6.724021164021163,4.823227513227513
the chase,Iordache,jazz,3.48,5.515
Spun,Chelsea Wolfe,gothic rock,5.582750000000001,4.75775
King of the Gypsies,Vagabond Opera,world,7.55,6.9
Let Me Be The One,Angela Bofill,soul,7.590588235294119,4.807647058823529
Bath,Harry Nilsson,,7.34,3.9
We're All Dudes,Less Than Jake,ska,6.955,4.83
Gilgamesh,Bohuslav Martinů,classical,6.202941176470588,5.329411764705883
Canon in D Major (Johann Pachelbel),Ben Grimm & The Things,classic rock,7.6525,5.34
Emily Jean Stock,Clap Your Hands Say Yeah,indie,7.437788461538462,5.076057692307692
"This Is My House, This Is My Home",We Were Promised Jetpacks,indie rock,7.33,3.515
