Title,Lyric,Valence,Arousal
the stranger,"Well, we all have a face
That we hide away forever
And we take them out and show ourselves
When everyone has gone
Some are satin, some are steel
Some are silk and some are leather
They're the faces of a stranger
But we'd love to try them on

Well, we all fall in love
But we disregard the danger
Though we share so many secrets
There are some we never tell
Why were you so surprised
That you never saw the stranger?
Did you ever let your lover
See the stranger in yourself?

Don't be afraid to try again
Everyone goes south every now and then
You've done it
Why can't someone else?
You should know by now
You've been there yourself
Once I used to believe
I was such a great romancer
Then I came home to a woman
That I could not recognize
When I pressed her for a reason
She refused to even answer
It was then I felt the stranger
Kick me right between the eyes

Well, we all fall in love
But we disregard the danger
Though we share so many secrets
There are some we never tell
Why were you so surprised
That you never saw the stranger?
Did you ever let your lover
See the stranger in yourself?

Don't be afraid to try again
Everyone goes south every now and then
You've done it
Why can't someone else?
You should know by now
You've been there yourself
You may never understand
How the stranger is inspired
But he isn't always evil
And he is not always wrong
Though you drown in good intentions
You will never quench the fire
You'll give in to your desire
When the stranger comes along
Ooo ooo
Ooh ooh
7EmbedShare URLCopyEmbedCopy",5.135,3.71
goodnight saigon,"We met as soul mates on Parris Island
We left as inmates from an asylum
And we were sharp, as sharp as knives
And we were so gung ho to lay down our lives

We came in spastic like tameless horses
We left in plastic as numbered corpses
And we learned fast to travel light
Our arms were heavy but our bellies were tight

We had no home front, we had no soft soap
They sent us Playboy, they gave us Bob Hope
We dug in deep and shot on sight
And prayed to Jesus Christ with all of our might

We had no cameras to shoot the landscape
We passed the hash pipe and played our Doors tapes
And it was dark, so dark at night
And we held on to each other like brother to brother
We promised our mothers we'd write
And we would all go down together
We said we'd all go down together
Yes, we would all go down together

Remember Charlie, remember Baker
They left their childhood on every acre
And who was wrong? And who was right?
It didn't matter in the thick of the fight

We held the day in the palm of our hands
They ruled the night, and the night
Seemed to last as long as six weeks
On Parris Island
We held the coastline, they held the highlands
And they were sharp, as sharp as knives
They heard the hum of our motors, they counted the rotors
And waited for us to arrive

And we would all go down together
We said we'd all go down together
Yes, we would all go down together
6EmbedShare URLCopyEmbedCopy",4.983384615384614,4.371384615384615
and so it goes,"In every heart there is a room
A sanctuary safe and strong
To heal the wounds from lovers past
Until a new one comes along

I spoke to you in cautious tones
You answered me with no pretense
And still I feel I said too much
My silence is my self defense

And every time I've held a rose
It seems I only felt the thorns
And so it goes, and so it goes
And so will you soon I suppose

But if my silence made you leave
Then that would be my worst mistake
So I will share this room with you
And you can have this heart to break
And this is why my eyes are closed
It's just as well for all I've seen
And so it goes, and so it goes
And you're the only one who knows
So I would choose to be with you
That's if the choice were mine to make
But you can make decisions too
And you can have this heart to break

And so it goes, and so it goes
And you're the only one who knows15EmbedShare URLCopyEmbedCopy",5.921144578313253,2.721024096385542
big shot,"Well, you went uptown
Ridin' in your limousine
With your fine Park Avenue clothes
You had the Dom Perignon
In your hand
And the spoon up your nose
Ooh, and when you
Wake up in the mornin'
With your head on fire
And your eyes too bloody to see
Go on and cry in your coffee
But don't come bitchin' to me

Because you had to be
A big shot, didn't cha
You had to open up your mouth
You had to be a big shot, didn't cha
All your friends were so knocked out
You had to have the last word, last night
You know what everything's about
You had to have a white hot spotlight
You had to be a big shot last night

And they were all impressed
With your Halston dress
And the people that you knew at Elaine's
And the story of your latest success
You kept 'em so entertained
But now you just don't
Remember all the things you said
And you're not sure that you want to know
I'll give you one hint, honey
You sure did put on a show
Yes, yes, you had to be
A big shot, didn't cha
You had to prove it to the crowd
You had to be a big shot, didn't cha
All your friends were so knocked out
You had to have the last word, last night
You're so much fun to be around
You had to have the front page, bold type
You had to be a big shot last night

Well, it's no big sin
To stick your two cents in
If you know when to leave it alone
But you went over the line
You couldn't see it was time to go home
No, no, no, no, no, no

You had to be a big shot, didn't cha
You had to open up your mouth
You had to be a big shot, didn't cha
All your friends were so knocked out
You had to have the last word, last night
You're so much fun to be around
You had to have a white hot spotlight
You had to be a big shot last night
Big shot
Big shot
Oh, big shot
Big shot7EmbedShare URLCopyEmbedCopy",6.805000000000001,3.64
the downeaster “alexa”,"Well I'm on The Downeaster ""Alexa""
And I'm cruising through
Block Island Sound
I have charted a course to The Vineyard
But tonight I am Nantucket bound
I took on diesel
Back in Montauk yesterday
Left this morning from
The bell in Gardiners Bay
Like all the locals here
I've had to sell my home
Too proud to leave
I work my fingers to the bone

So I could own my Downeaster ""Alexa""
And I go where the ocean is deep
There are giants out there in the canyons
And a good captain can't fall asleep
I got bills to pay
And children who need clothes
I know there's fish out there
But where? God only knows
They say these waters
Aren't what they used to be
But I got people back on land
Who count on me
So if you see my Downeaster ""Alexa""
And if you work with the rod and the reel
Tell my wife I am trolling Atlantis
And I still have my hands on the wheel

Yay-o
Yay-o
Yay-o
Yay-yay-o

Now I drive my Downeaster ""Alexa""
More and more miles
From shore every year
Since they told me I can't sell no stripers
And there's no luck
In swordfishing here
I was a bayman like my father was before
You can't make a living
As a bayman anymore
There ain't much future
For a man who works the sea
But there ain't no island
Left for Islanders like me
Yay-yay-yay-o
Yay-yay-yay-o
Yay-yay-yay-yay-o
Yay-yay-yay-o-o11EmbedShare URLCopyEmbedCopy",5.1,4.09
the river of dreams,"In the middle of the night
I go walking in my sleep
From the mountains of faith
To a river so deep
I must be looking for something
Something sacred I lost
But the river is wide
And it's too hard to cross

And even though I know
The river is wide
I walk down every evening
And I stand on the shore
And try to cross to the opposite side
So I can finally find
What I've been looking for

In the middle of the night
I go walking in my sleep
Through the valley of fear
To a river so deep
And I've been searching for something
Taken out of my soul
Something I would never lose
Something somebody stole
I don't know why I go walking at night
But now I'm tired and I don't
Want to walk anymore
I hope it doesn't take the rest of my life
Until I find what it is
That I've been looking for

In the middle of the night
I go walking in my sleep
Through the jungle of doubt
To a river so deep
I know I'm searching for something
Something so undefined
That it can only be seen
By the eyes of the blind
In the middle of the night

I'm not sure about a life after this
God knows I've never
Been a spiritual man
Baptized by the fire
I wade into the river
That runs to the promised land
In the middle of the night
I go walking in my sleep
Through the desert of truth
To the river so deep
We all end in the ocean
We all start in the streams
We're all carried along
By the river of dreams

In the middle of the night
(Gloria, it's not Marie...)1EmbedShare URLCopyEmbedCopy",7.227560975609756,4.934878048780488
"lullabye (goodnight, my angel)","Goodnight, my angel
Time to close your eyes
And save these questions for another day
I think I know what
You've been asking me
I think you know
What I've been trying to say
I promised I would never leave you
And you should always know
Wherever you may go
No matter where you are
I never will be far away

Goodnight, my angel
Now it's time to sleep
And still so many things I want to say
Remember all the songs
You sang for me
When we went sailing
On an emerald bay
And like a boat out on the ocean
I'm rocking you to sleep
The water's dark
And deep inside this ancient heart
You'll always be a part of me
Goodnight, my angel
Now it's time to dream
And dream how wonderful
Your life will be
Someday your child may cry
And if you sing this lullaby
Then in your heart
There will always be a part of me

Someday we'll all be gone
But lullabies go on and on
They never die
That's how you
And I will be4EmbedShare URLCopyEmbedCopy",6.782434210526316,3.79467105263158
pressure,"You have to learn to pace yourself
Pressure
You're just like everybody else
Pressure

You've only had to run so far so good
But you will come to a place
Where the only thing you feel
Are loaded guns in your face
And you'll have to deal with
Pressure

You used to call me paranoid
Pressure
But even you can not avoid
Pressure

You turned the tap dance
Into your crusade
Now here you are with your faith
And your Peter Pan advice
You have no scars on your face
And you cannot handle
Pressure
All grown up and no place to go
Psych 1, Psych 2
What do you know?
All your life is Channel 13
Sesame Street
What does it mean?
I'll tell you what it means
Pressure, pressure

Don't ask for help, you're all alone
Pressure
You'll have to answer to your own
Pressure

I'm sure you'll have
Some cosmic rationale
But here you are in the ninth
Two men out and three men on
Nowhere to look but inside
Where we all respond to
Pressure

All your life is Time Magazine
I read it, too
What does it mean?
Pressure
I'm sure you'll have
Some cosmic rationale
Now here you are with your faith
And your Peter Pan advice
You have no scars on your face
And you cannot handle
Pressure

Pressure, pressure
One, two, three, four, pressure!2EmbedShare URLCopyEmbedCopy",6.289041095890411,6.085753424657534
the entertainer,"I am the entertainer
And I know just where I stand
Another serenader
And another long-haired band
Today, I am your champion
I may have won your hearts
But I know the game, you'll forget my name
And I won't be here in another year
If I don't stay on the charts
I am the entertainer
And I've had to pay my price
The things I did not know at first
I learned by doin' twice
Ah, but still they come to haunt me
Still they want their say
So I've learned to dance
With a hand in my pants
Let 'em rub my neck, and I write 'em a check
And they go their merry way

I am the entertainer, I dress to fit the style
I wear all kinds of sparkles
I  flash the crowd my smile
And when the night is over
And I stand without my clothes
Perspiration stains and varicose veins
My eyes look shot, my belly's got a pot
And there's a bit of coke on my nose
I am the entertainer
Been all around the world
I've played all kinds of palaces
And laid all kinds of girls
I can't remember faces
I don't remember names
Ah, but what the hell
You know it's just as well
Cause after a while and a thousand miles
It all becomes the same

I am the entertainer
I bring to you my songs
I'd like to spend a day or two
But I can't stay that long
No, I've got to meet expenses
I got to stay in line
Gotta get those fees to the agencies
And I'd love to stay but there's bills to pay
So I just don't have the time

I am the entertainer, I come to do my show
You've heard my latest record
It's been on the radio
Ah, it took me years to write it
They were the best years of my life
It was a beautiful song, but it ran too long
If you're gonna have a hit
You gotta make it fit
So they cut it down to 3:05
I am the entertainer
The idol of my age
I make all kinds of money
When I go on the stage
Ah, you've seen me in the papers
I've been in the magazines
But if I go cold, I won't get sold
I'll get put in the back in the discount rack
Like another can of beans

I am the entertainer
And I know just where I stand
Another serenader
And another long-haired band
Today, I am your champion
I may have won your hearts
But I know the game, you'll forget my name
And I won't be here in another year
If I don't stay on the charts4EmbedShare URLCopyEmbedCopy",7.683333333333334,4.94
james,"James, we were always friends
From our childhood days
And we made our plans
And we had to go our sep'rate ways
I went on the road
You pursued an education
James, do you like your life?
Can you find release?
And will you ever change?
Will you ever write your masterpiece?
Are you still in school?
Living up to expectations?
James, you were so relied upon
Everybody knows how hard you tried
Hey - oh, look at what a job you've done
Carrying the weight of family pride
James, you've been well behaved
You've been working hard
But will you always stay
Someone else's dream of who you are?
Do what's good for you
Or you're not good for anybody
James
I went on the road
You pursued an education
James, how you gonna know for sure?
Everything was so well organized
Hey, oh now everything is so secure
And everybody else is satisfied
James, do you like your life?
Can you find release?
And will you ever change?
When will you write your masterpiece?
Do what's good for you
Or you're not good for anybody
JamesEmbedShare URLCopyEmbedCopy",3.2966666666666664,5.346666666666667
laura,"Laura calls me
In the middle of the night
Passes on her
Fateful information
Then these careless fingers
They get caught in her vise
Till they're bleeding
On my coffee table

Living alone isn't all that it's cracked up to be
Oh, oh, oh
I'm on her side, why does she push the poison on me?
Oh, oh, oh, oh

Laura has a very hard time
All her life has
Been one long disaster
Then she tells me
She suddenly believes
She's seen a very good sign
She'll be taking
Some aggressive action
I fight her wars while she's slamming her doors in my face
Oh, oh, oh
Failure to break was the only mistake that she made
Oh, oh, oh, oh

Here I am feeling like a fucking fool
Do I react the way exactly she intends me to?
Every time I think I'm off the hook
She makes me lose my cool
I'm her machine
And she can punch all the keys
She can push any button I was programmed through

Laura calls me
When she needs a good fix (ah)
All her questions
Will get sympathetic answers
I should be so immunized
To all of her tricks (ah)
She's surviving
On her second chances

Sometimes I feel like this godfather deal is all wrong
Oh, oh, oh
How can she hold an umbilical chord for so long?
Oh, oh, oh, oh
I've done everything I can
What else am I supposed to do?
I'm her machine
And she can punch all the keys
She can push any button I was programmed through

Laura (Laura) loves me (loves me)
Even if I don't care
That's my problem
That's her sacred absolution
If she had to
She would put herself in my chair (self in my chair, ah)
Even though I faced electrocution

She always says I'm the best friend that she's ever had
Oh, oh, oh
How do you hang up on someone who needs you that bad?
Oh, oh, oh, ohEmbedShare URLCopyEmbedCopy",4.71,4.85
stiletto,"She cuts you once, she cuts you twice
But still you believe
The wound is so fresh
You can taste the blood
But you don't have strength to leave
You've been bought, you've been sold
You've been locked outside the door
But you stand there pleading
With your insides bleeding
Cause you deep down want some more

When she says she wants forgiveness
It's such a clever masquerade
She's so good with her stiletto
You don't even see the blade
You don't even see the blade

She cuts you hard, she cuts you deep
She's got so much skill
She's so fascinating
That you're still there waiting
When she comes back for the kill
You've been slashed in the face
You've been left there to bleed
You want to run away
But you know you're gonna stay
Cause she gives you what you need
Then she says she needs affection
While she searches for the vein
She's so good with her stiletto
You don't really mind the pain
You don't mind the pain
Oh

She cuts you out, she cuts you down
She carves up your life
But you won't do nothing
As she keeps on cutting
Cause you know you love the knife
You've been bought, you've been sold
You've been locked outside the door
But you stand there pleading
With your insides bleeding
'Cause you deep down want some more

Then she says she needs affection
While she searches for the vein
She's so good with her stiletto
You don't really mind the pain
You don't mind the painEmbedShare URLCopyEmbedCopy",4.0,5.7
perfect,"I found a love for me
Oh darling, just dive right in and follow my lead
Well, I found a girl, beautiful and sweet
Oh, I never knew you were the someone waiting for me
'Cause we were just kids when we fell in love
Not knowing what it was
I will not give you up this time
But darling, just kiss me slow, your heart is all I own
And in your eyes, you're holding mine

Baby, I'm dancing in the dark with you between my arms
Barefoot on the grass, listening to our favourite song
When you said you looked a mess, I whispered underneath my breath
But you heard it, darling, you look perfect tonight

Well I found a woman, stronger than anyone I know
She shares my dreams, I hope that someday I'll share her home
I found a love, to carry more than just my secrets
To carry love, to carry children of our own
We are still kids, but we're so in love
Fighting against all odds
I know we'll be alright this time
Darling, just hold my hand
Be my girl, I'll be your man
I see my future in your eyes
Baby, I'm dancing in the dark, with you between my arms
Barefoot on the grass, listening to our favorite song
When I saw you in that dress, looking so beautiful
I don't deserve this, darling, you look perfect tonight


Baby, I'm dancing in the dark, with you between my arms
Barefoot on the grass, listening to our favorite song
I have faith in what I see
Now I know I have met an angel in person
And she looks perfect
I don't deserve this
You look perfect tonight241EmbedShare URLCopyEmbedCopy",6.286666666666666,5.152222222222222
happier,"Walking down 29th and park
I saw you in another's arm
Only a month we've been apart
You look happier
Saw you walk inside a bar
He said something to make you laugh
I saw that both your smiles were twice as wide as ours
Yeah, you look happier, you do

Ain't nobody hurt you like I hurt you
But ain't nobody love you like I do
Promise that I will not take it personal, baby
If you're moving on with someone new

'Cause baby you look happier, you do
My friends told me one day I'll feel it too
And until then I'll smile to hide the truth
But I know I was happier with you

Sat in the corner of the room
Everything's reminding me of you
Nursing an empty bottle and telling myself
You're happier, aren't you?
Oh, ain't nobody hurt you like I hurt you
But ain't nobody need you like I do
I know that there's others that deserve you
But my darling, I am still in love with you

But I guess you look happier, you do
My friends told me one day I’ll feel it too
I could try to smile to hide the truth
But I know I was happier with you

‘Cause baby you look happier, you do
I knew one day you’d fall for someone new
But if he breaks your heart like lovers do
Just know that I’ll be waiting here for you102EmbedShare URLCopyEmbedCopy",2.505,4.175
supermarket flowers,"I took the supermarket flowers from the windowsill
I threw the day old tea from the cup
Packed up the photo album Matthew had made
Memories of a life that's been loved
Took the get well soon cards and stuffed animals
Poured the old ginger beer down the sink
Dad always told me, ""Don't you cry when you're down""
But mum, there's a tear every time that I blink

Oh, I'm in pieces, it's tearing me up, but I know
A heart that's broke is a heart that's been loved

So I'll sing Hallelujah
You were an angel in the shape of my mum
When I fell down you'd be there holding me up
Spread your wings as you go
When God takes you back
He'll say, ""Hallelujah, you're home""

I fluffed the pillows, made the beds, stacked the chairs up
Folded your nightgowns neatly in a case
John says he'd drive then put his hand on my cheek
And wiped a tear from the side of my face
I hope that I see the world as you did 'cause I know
A life with love is a life that's been lived

So I'll sing Hallelujah
You were an angel in the shape of my mum
When I fell down you'd be there holding me up
Spread your wings as you go
When God takes you back
He'll say, ""Hallelujah, you're home""

Hallelujah
You were an angel in the shape of my mum
You got to see the person I have become
Spread your wings and I know
That when God took you back
He said, ""Hallelujah, you're home""69EmbedShare URLCopyEmbedCopy",2.1,3.49
thinking out loud,"When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?
And darling, I will be loving you till we're seventy
And baby, my heart could still fall as hard at twenty-three
And I'm thinking 'bout how

People fall in love in mysterious ways
Maybe just the touch of a hand
Well me, I fall in love with you every single day
I just wanna tell you I am

So honey, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are

When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way
I know you will still love me the same
'Cause, honey, your soul could never grow old, it's evergreen
And baby, your smile's forever in my mind and memory
And I'm thinking 'bout how
People fall in love in mysterious ways
And maybe it's all part of a plan
Well I'll just keep on making the same mistakes
Hoping that you'll understand
That, baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are
So baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart, I'm thinking out loud
That maybe we found love right where we are
Oh baby, we found love right where we are
And we found love right where we are871EmbedShare URLCopyEmbedCopy",7.13,3.04
galway girl,"She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""

I met her on Grafton street right outside of the bar
She shared a cigarette with me while her brother played the guitar
She asked me what does it mean, the Gaelic ink on your arm?
Said it was one of my friend's songs, do you want to drink on?
She took Jamie as a chaser, Jack for the fun
She got Arthur on the table with Johnny riding a shotgun
Chatted some more, one more drink at the bar
Then put Van on the jukebox, got up to dance

You know, she played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""
With my pretty little Galway Girl
You're my pretty little Galway Girl

You know she beat me at darts and then she beat me at pool
And then she kissed me like there was nobody else in the room
As last orders were called was when she stood on the stool
After dancing the céili singing to trad tunes
I never heard Carrickfergus ever sung so sweet
A cappella in the bar using her feet for a beat
Oh, I could have that voice playing on repeat for a week
And in this packed out room swear she was singing to me
You know, she played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl

And now we've outstayed our welcome and it's closing time
I was holding her hand, her hand was holding mine
Our coats both smell of smoke, whisky and wine
As we fill up our lungs with the cold air of the night
I walked her home then she took me inside
To finish some Doritos and another bottle of wine
I swear I'm gonna put you in a song that I write
About a Galway Girl and a perfect night

She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl68EmbedShare URLCopyEmbedCopy",7.19,4.8
dive,"Oh, maybe I came on too strong
Maybe I waited too long
Maybe I played my cards wrong
Oh, just a little bit wrong
Baby I apologize for it

I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
And jumping in harder than
Ten thousand rocks on the lake

So don't call me baby
Unless you mean it
And don't tell me you need me
If you don't believe it
So let me know the truth
Before I dive right into you

You're a mystery
I've travelled the world
And there's no other girl like you
No one, what's your history? (What's your history?)
Do you have a tendency to lead some people on?
'Cause I heard you do, mmm
I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
And lie awake, every day
Don't know how much I can take

So don't call me baby
Unless you mean it
Don't tell me you need me
If you don't believe it
So let me know the truth
Before I dive right into you


I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
Sitting back, looking at
Every mess that I made
So don't call me baby
Unless you mean it
Don't tell me you need me
If you don't believe it
Let me know the truth
Before I dive right into you
Before I dive right into you
Before I dive right into you58EmbedShare URLCopyEmbedCopy",6.026338028169014,3.827183098591549
photograph,"Loving can hurt, loving can hurt sometimes
But it's the only thing that I know
When it gets hard, you know it can get hard sometimes
It is the only thing that makes us feel alive

We keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closing
Hearts are never broken
And time's forever frozen, still

So you can keep me
Inside the pocket of your ripped jeans
Holding me closer 'til our eyes meet
You won't ever be alone, wait for me to come home

Loving can heal, loving can mend your soul
And it's the only thing that I know, know
I swear it will get easier, remember that with every piece of ya
And it's the only thing we take with us when we die

We keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closing
Hearts were never broken
And time's forever frozen, still
So you can keep me
Inside the pocket of your ripped jeans
Holding me closer 'til our eyes meet
You won't ever be alone
And if you hurt me, well that's okay, baby
Only words bleed inside these pages, you just hold me
And I won't ever let you go
Wait for me to come home

Wait for me to come home
Wait for me to come home
Wait for me to come home

Oh, you can fit me
Inside the necklace you got when you were 16
Next to your heartbeat where I should be
Keep it deep within your soul
And if you hurt me, well that's okay, baby
Only words bleed inside these pages
You just hold me
And I won't ever let you go

When I'm away, I will remember how you kissed me
Under the lamppost back on Sixth street
Hearing you whisper through the phone
""Wait for me to come home""272EmbedShare URLCopyEmbedCopy",4.29,4.68
the a team,"White lips, pale face
Breathing in the snowflakes
Burnt lungs, sour taste
Light's gone, days end
Struggling to pay rent
Long nights, strange men

And they say
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately, her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us

'Cause we're just under the upper hand
And go mad for a couple grams
And she don't wanna go outside tonight
And in a pipe she flies to the Motherland
Or sells love to another man
It's too cold outside
For angels to fly
Angels to fly
Ripped gloves, raincoat
Tried to swim and stay afloat
Dry house, wet clothes
Loose change, bank notes
Weary-eyed, dry throat
Call girl, no phone

And they say
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately, her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us

'Cause we're just under the upper hand
And go mad for a couple grams
And she don't wanna go outside tonight
And in a pipe she flies to the Motherland
Or sells love to another man
It's too cold outside
For angels to fly
An angel will die
Covered in white
Closed eyes and hopin' for a better life
This time, we'll fade out tonight
Straight down the line

And they say
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately, her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us

And we're all under the upper hand
And go mad for a couple grams
And we don't wanna go outside tonight
And in a pipe we fly to the Motherland
Or sell love to another man
It's too cold outside
For angels to fly
Angels to fly
Fly, fly
For angels to fly
To fly, to fly
For angels to die194EmbedShare URLCopyEmbedCopy",3.796,3.49
south of the border,"She got the mmm, brown eyes, caramel thighs
Long hair, no wedding ring, hey
I saw you lookin' from across the way
And now I really wanna know your name
She got the mmm, white dress, but when she’s wearin' less
Man, you know that she drives me crazy
The mmm, brown eyes, beautiful smile
You know I love watching you do your thing

I love her hips, curves, lips say the words
""Te amo, mami, ah, te amo, mami""
I kiss her, this love is like a dream

So join me in this bed that I'm in
Push up on me and sweat, darling
So I’m gonna put my time in
I won't stop until the angels sing
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me

He got that mmm, green eyes, givin' me signs
That he really wants to know my name, hey
I saw you lookin' from across the way
And suddenly, I'm glad I came, ay
Ven para acá, quiero bailar, toma mi mano
Quiero sentir tu cuerpo en mí, estás temblando
Mmm, green eyes, takin' your time
Now we know we'll never be the same
I love his lips 'cause he says the words
""Te amo, mami, ah, te amo, mami""
Don’t wake up, this love is like a dream

So join me in this bed that I’m in
Push up on me and sweat, darling
So I'm gonna put my time in (Time in)
And won’t stop until the angels sing
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me (Rrrat)
Flawless diamonds
In a green field near Buenos Aires
Until the sun's rising
We won't stop until the angels sing
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me

Bardi, uh
You never live 'til you risk your life (Life)
You wanna shine, you gotta get more ice (Ice, ice, oh)
Am I your lover or I’m just your vice? (Woo, yeah, yeah)
A little crazy, but I'm just your type (Okurrr)
You want the lips and the curves, need the whips and the furs
And the diamonds I prefer, in my closet, his and hers, ayy
He want the lil' mamacita, margarita (Margarita)
I think that Ed got a lil' jungle fever, ayy (Woo!)
You are more than (You are more than)
Something borin' (Something borin')
Legs open, tongue out, Michael Jordan, uh (Uh)
Go explore in (Woo, woo) somethin' foreign (Skrrt, skrrt)
Bust it up, a rain forest, it be pourin', yeah
Kiss me like you need me, rub me like a genie
Pull up to my spot in Lamborghini
'Cause you gotta see me, never leave me (Never leave me)
You got a girl that could finally do it all
Drop a album, drop a baby, but I never drop the ball, uh
So join me in this bed (This bed) that I'm in (That I'm in)
Push up on me and sweat, darling (Oh no, no, no)
So I'm gonna put my time in
I won't stop until the angels sing (Nah, nah, nah)
Jump in that water, be free
Come south of the border with me
Come south of the border, border (Hey)
Come south of the border with me
Come south of the border, border
Come south of the border with me
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me37EmbedShare URLCopyEmbedCopy",6.118682170542636,5.0965116279069775
i see fire,"Oh misty eye of the mountain below
Keep careful watch of my brothers' souls
And should the sky be filled with fire and smoke
Keep watching over Durin's sons

If this is to end in fire, then we should all burn together
Watch the flames climb high into the night
Calling out father oh, stand by and we will
Watch the flames burn auburn on the mountain side

And if we should die tonight, we should all die together
Raise a glass of wine for the last time
Calling out father oh, prepare as we will
Watch the flames burn auburn on the mountain side
Desolation comes upon the sky

Now I see fire, inside the mountain
I see fire, burning the trees
And I see fire, hollowing souls
I see fire, blood in the breeze
And I hope that you remember me
Oh, should my people fall then surely I'll do the same
Confined in mountain halls, we got too close to the flame
Calling out father oh, hold fast and we will
Watch the flames burn auburn on the mountain side
Desolation comes upon the sky

Now I see fire, inside the mountain
I see fire, burning the trees
And I see fire, hollowing souls
I see fire, blood in the breeze
And I hope that you remember me

And if the night is burning, I will cover my eyes
For if the dark returns then my brothers will die
And as the sky's falling down it crashed into this lonely town
And with that shadow upon the ground I hear my people screaming out

Now I see fire, inside the mountain
I see fire, burning the trees
I see fire, hollowing souls
I see fire, blood in the breeze
I see fire (oh you know I saw a city burning out)
I see fire (feel the heat upon my skin)
I see fire
And I see fire burn auburn on the mountain side261EmbedShare URLCopyEmbedCopy",5.11,5.52
beautiful people,"We are, we are, we are

L.A. on a Saturday night in the summer
Sundown and they all come out
Lamborghinis and their rented Hummers
The party's on, so they're headin' downtown ('Round here)
Everybody's lookin' for a come up
And they wanna know what you're about
Me in the middle with the one I love and
We're just tryna figure everything out

We don't fit in well 'cause we are just ourselves
I could use some help gettin' out of this conversation, yeah
You look stunning, dear, so don't ask that question here
This is my only fear: that we become

Beautiful people
Drop top, designer clothes
Front row at fashion shows
""What d'you do?"" and ""Who d'you know?""
Inside the world of beautiful people
Champagne and rolled-up notes
Prenups and broken homes
Surrounded, but still alone
Let's leave the party
That's not who we are (We are, we are, we are)
We are not beautiful
Yeah, that's not who we are (We are, we are, we are)
We are not beautiful (Beautiful)

L.A., mmm
Drove for hours last night and we made it nowhere (Nowhere, nowhere)
I see stars in your eyes when we're halfway there (All night)
I'm not fazed by all them lights and flashin' cameras
'Cause with my arms around you, there's no need to care

We don't fit in well, we are just ourselves
I could use some help gettin' out of this conversation, yeah
You look stunning, dear, so don't ask that question here
This is my only fear: that we become

Beautiful people
Drop top, designer clothes
Front row at fashion shows
""What d'you do?"" and ""Who d'you know?""
Inside the world of beautiful people
Champagne and rolled-up notes
Prenups and broken homes
Surrounded, but still alone
Let's leave the party
That's not who we are (We are, we are, we are)
We are not beautiful, yeah
Yeah, that's not who we are (We are, we are, we are)
We are not beautiful (Beautiful)

We are, we are, we are
We are not beautiful39EmbedShare URLCopyEmbedCopy",6.407500000000001,4.09
