,track,artist,genre,valence_tags,arousal_tags,lyrics
25,Dealer,Scott Walker,avant-garde,5.455,5.155," The windows are ringing, shaking night-nites for angels Rattling throats up and down on a beam Cooling the hearts, cooling the plasma Keeping ice junkies packed hard on a seam The other side of a prowler, the dead still search the living At least there we did not not fail Coming to in the overcast, tracks are still flowing At least there he does not wail  Psalms of your hands sung into the lateness Move a circuit on the white and he can't feel a thing Gone always alone to all you are never He climbs into your mouth when the windows ring  The windows are ringing, shaking dead men for angels Hissing brains boiling up press't to the bone Uncoils the wire whole night long Bumping out thru the eye in knots Sweet hot numbers, sweet hots Bumping out thru' the eye on a wire of knots Sweet hot numbers, sweet hots Bumping out thru' the eye on a wire of knots Psalms of your hands sung into the lateness Move a circuit on the white and he can't feel a thing Gone always alone to all you are never He climbs into your mouth when the windows ring"
26,The River,Van Risseghem,indie,6.236666666666666,3.973333333333333,"I am one with the river Guided gently by her stream To a shoreline in the distance The lights of the city Summon after me To them I give no resistance This boat I have fashioned For this adventure Is my one and only home The branches on the riverside Sing to me in the wind ""Godspeed you wayward passenger!"" I am one with the river Guided gently by her stream And when I set my feet on the ground I'll never forget how sweetly moving me Was the river I explored"
27,Cover of Night,Steve Reynolds,folk,7.25,2.49,"Come under cover of night and I'll waiting I'll be biding my time, just to see you again But please, don't ask me questions Cause you may not like what the answers might be Let's not speak of faith We'll tell only lies Here, love is what you might find Take off your scarf, I want to see your expression I want to know what its like to be hidden that way Let's take a walk in the snow…while our world is fading We can watch as our footprints die and it'll cover where we've been It's better to walk lightly, when you're on the run It's better to stay in the shadows Then to get caught out in the sun Hey, hey you know I've been in the wars Hey, hey you know you just may end up wanting more, from this life The poverty of time, keeps us from saving For this moment here…is all that we'll ever be Hand me that sword, and I'll cut your bindings You can run for the hills and take off into the breeze It's better to walk lightly, when you're on the run It's better to stay in the shadows Then to get caught out in the sun It's better to walk lightly, when you're on the run It's better to stay in the shadows Then to get caught out in the sun Hey, hey you know I've been in the wars Hey, hey you know you just may end up wanting more, from this life"
29,U Let Me Grow,eMC,hip-hop,3.1499999999999995,3.32," Last year, we did a record, that was dedicated to all our mothers Shortly .. yeah you can give it up for that... Shortly after, doin' the record, uh my mom, my mom passed away So my mom never got to hear this record And this song means a lot to me And my big brother Masta Ace is gon', gon' help tie the story together We might get a lil, a lil emotional But y'all have to bear with us it's the first time we doing this record One month later, unexpectedly, my mother passes away And I didn't get a, she didn't get a chance to hear the song either So this song is extra special to both of us We've never performed this song before We wanna share this with y'all. Is that cool?  Thank you momma, for everything that you've done Living in the slums, single mom, and you raised a son I wanna thank you for the sacrifice For a lot of kids in the hood, life wasn't half as nice Used to take me out to Coney Island I don't recall many tears, I remember only smiling I wanna thank you for the education The college tuition, and all of life's preparation I used to think it was the worst day When you said I had to leave by my 21st birthday I didn't get it then, I understand now All is good, your boys are grown men now I got a plan now, and I'm fine look And all my thanks couldn't fit into this rhyme book I ain't gon' wait until you can't say it back To tell you that I love you on a track, I love you Made me strong like you, wipe these tears when I cry Let your fingers wipe the cold from my eyes I'm ya baby, taught me to stand on my own But couldn't show me, some of the things I ain't know You let me grow  Days like this, momma said there would be Ten centimeters dilated, then you pushed me Ain't psychic, but been down the paths I traveled Decisions are the roads in life, that has no arrows Became a compass, I always had home as an option You accomplished on your own, after you were adopted Knew that, only you made me a stronger person Not those R-rated movies or those songs with curses Was worth it, and it shows, but each day I'm annoyed Working to avoid, being Tyrese in Baby Boy Dated women that you didn't like, friends I defended You knew that girl wasn't the one, and those friendships ended Said your peace then let me grow Head to toe, let me know, lessons though What's best that kept me from dead below Places I begged to go Let me when bread was low Extra dough could've said no, now I'm set to go You the best momma You definitely better than the rest momma Always did your thing to keep me freshly dressed momma And not once, did I ever see you stress momma I'm so impressed momma You was the sun on my cloudy day And if you couldn't be that, you would take them clouds away Wow, I hope you smile to what I'm bout to say I love you moms and I hope I make you proud today Lunches for school, you would always pack the nicest They was great, now I appreciate them sacrifices When I was wrong you would let me know But at times you would let it go, just so you could let me grow Basketball, I don't think you ever missed a game If we lost you would say ""it's okay it's just a game"" I owe you so much and I can never pay you back But I give you music, now just lay back and play the track  Made me strong like you, wipe these tears when I cry Let your fingers wipe the cold from my eyes I'm ya baby, taught me to stand on my own But couldn't show me, some of the things I ain't know You let me grow Send this out to all the mothers - check it Yo, my version of a Mother's Day card; a blessing from God Our relationship left me permanent scarred Struggled with jobs, straight crazy, my main lady Your pockets was as broke as the promises you gave me Late eighties, dated men that were straight shady You partied; I was at the babysitters daily Seen rarely, stayed missing, stayed riffing I seen you fight the world, your pops, and a drug addiction Contradicting, on my mother I was calling Ignoring, grams raised your son like morning Tears falling, you missed the growth and progression I'm at the graduation, without a cheering section Harsh lessons, I would live it again Cause all of this still made me the man that I am Mother and friend, forgive you for all your mistakes I'm forgetting the past so let's start with a clean slate - love"
32,Clipping,Mutemath,electronic,5.303333333333334,4.6," Feeling overload Carrying bottled skies around I've been drowning all along Wearing out in a faltered sea And I give up  Common sense failed again Meddling in a foreign scene Foreign dream Time won't spare another sun Daring me with another choice another choice   Anymore, I don't know who to fight anymore I don't know what is right anymore, anymore  Anymore, I don't know how to feel anymore I don't know what is real anymore, anymore Anymore, I don't know who to trust anymore I don't know what I want anymore, anymore Anymore, I don't know who to blame anymore I don't know what to say anymore, anymore Anymore, I don't know what I want anymore I just don't know anymore"
33,Life Without A Brain,The Rentals,indie,6.295,5.09,"Everybody writes Everybody reads Everybody learns faster than me I'd like to learn I'd like to read I'd even like to love eventually But I've got a date with procrastination I've got a date I don't want to be late I've got a problem with my education I got a problem, it drives me insane I've got a problem with this situation I've got a life without a brain, without a brain I'd like to write the next great novel I'd like to write a brilliant play I'd like to travel to distant nations Comprehend every word you say But I've got a date with procrastination I've got a date I don't want to be late I've got a problem with my education I got a problem, it drives me insane I've got a problem with this situation I've got a life without a brain, without a brain Well I'd like to learn about musical theory And I'd like to learn about philosophy I'd like to learn a foreign language Hey, maybe I'll do that eventually But I've got a problem with my education I got a problem, it drives me insane I've got a problem with this situation I've got a life without a brain, without a brain"
34,Closer,Nine Inch Nails,industrial,6.4433333333333325,6.164666666666667, You let me violate you You let me desecrate you You let me penetrate you You let me complicate you  (Help me) I broke apart my insides (Help me) I've got no soul to sell (Help me) The only thing that works for me Help me get away from myself  I wanna fuck you like an animal I wanna feel you from the inside I wanna fuck you like an animal My whole existence is flawed You get me closer to God  You can have my isolation You can have the hate that it brings You can have my absence of faith You can have my everything (Help me) You tear down my reason (Help me) It's your sex I can smell (Help me) You make me perfect Help me become somebody else  I wanna fuck you like an animal I wanna feel you from the inside I wanna fuck you like an animal My whole existence is flawed You get me closer to God  Through every forest Above the trees Within my stomach Scraped off my knees I drink the honey Inside your hive You are the reason I stay alive
36,Against Privacy,Cold War Kids,indie rock,5.6866666666666665,4.556666666666668,"We don’t gamble We don’t do the stock exchange We paint paintings We write scenes for the stage We will talk about welfare We will talk about sex Talk about the pope in Prada shoes Nobody gets upset, nobody gets upset And we’re waiting We’re waiting for your call We’re against privacy We’re against privacy Forget ex-girlfriends We want little governments We tell stories We want to get you to join in Call us optimistic We get the meanest looks We are barstool romantics History books will show, history books will show And we’re waiting We’re waiting for your call We’re against privacy We’re against privacy And we’re waiting and we’re waiting We’re waiting for your call We’re against privacy We’re against privacy And we’re waiting And we’re waiting for your call We’re sure that you’ll agree"
38,Take the Box,Amy Winehouse,soul,4.778020833333334,3.876041666666666," Your neighbours were screaming I don't have a key for downstairs So I punched all the buzzers Hoping you wouldn't be there And now my head's hurting You say I always get my own way But you were in the shower when I got there And I'd have wanted to stay But I got nothing to say  You were so beautiful before today And then I heard what you say Man, that was ugly  The Moschino bra you bought me last Christmas (Put it in the box, put it in the box) Frank's in there and I don't care (Put it in the box, put it in the box) Just take it, take the box Take the box  I came home this evening And nothing felt like how it should be I feel like writing you a letter But that's not me, you know me Feel so fucking angry, don't wanna be reminded of you But when I left my shit in your kitchen I said goodbye to your bedroom It smelled of you Mister-false-pretence, you don't make sense I just don't know you But you make me cry, where's my kiss goodbye? I think I love you  The Moschino bra you bought me last Christmas (Put it in the box, put it in the box) Frank's in there, I don't care (Put it in the box, put it in the box) Now take it, take the box Just take it, take it Take the box And now just take the box Take the box"
40,Helen,Nizlopi,indie,7.0775000000000015,4.4674999999999985,"Hey Helen Your eyes shining, you're beautiful So I just has to come and sing to you And Helen Made me feel alive last night to meet you, so This is the best I can bring to you 'Cos you sent me singing through the woods Last night You sent me singing through the Feeling alright You sent me singing through the woods Last night You sent me singing a, Happy singing boy Because of you Because of... Because of you, yeah And Helen I don't know you, you don't know me but What can I say? I just like you And Helen I'm just trying to bring to you All the things I would love for you to bring to me too 'Cos you sent me singing through the woods Last night You sent me singing through the Feeling alright You sent me singing through the woods Last night You sent me singing a, Happy singing boy Because of you, Because of you And Helen There's people around this country That hate taking risks of being all we can be And Helen Step outside the door with me Really take the chance of being free I will too, yeah 'Cos you sent me singing through the woods Last night You sent me singing through the Feeling alright You sent me singing through the woods Last night You sent me singing a, Happy singing boy Because of you... Someone make you remember Those dreams you dreamed in Decemeber I feel the life coming through ya And it makes me wanna persue ya I feel alive I feel alive I feel alive I feel alive And it makes me wanna hold to ya.... You sent me singing through the woods Last night You sent me singing through the Feeling alright You sent me singing through the woods Last night You sent me singing a, Happy singing boy Because of you Because of... Because of you, yeah Because of Strange because of you Change because of you The things you make me do, yeah Because of you"
41,Melanie,Donna Summer,pop,6.21,5.935,"Melanie is sweet A vision on her feet So young so fair A bridge of iron Standing tall between two parted spheres She's a novelty of reality Though she tried so hard My sweet darling Melanie She's glad for what she's had Her mom and several dads so she complained This modern love affair With life can really get you down She's a novelty of reality But she tried so hard my sweet darling Melanie Ooh but life goes on Ooh the same old song Ooh but love's in search of mystery So you worked so hard my sweet darling Melanie Over the horizon Birds of paradise sit in her eyes You can feel forever on her sweet and silken sighs She's novelty of reality So she tried so hard my sweet darling Melanie Na, na, na She's novelty of reality So she tried so hard my sweet darling Melanie So she tried so hard my sweet darling Melanie Na, na, na..."
42,Head In My Hands,Birds of Tokyo,alternative,6.659999999999998,4.223333333333333," I hate my melodies, they're all the same One by one they're driving me insane So give me accidental thought in another life Send me back along my way, till I get it right I hate my melodies, they're all the same  And I can't get them outta my, my head I can't get them outta my, my head I can't get them outta my, my head I can't get them outta mine  I'm losing sight again, I'm losing days I left her out again, I'm outta face So give me something I can harm, something that I like And print me up and press me out, till I've had enough Here I will stand with my head in my hands  And I can't get them outta my, my head I can't get them outta my, my head I can't get them outta my, my head I can't get them outta mine Say goodbye to me, I'm out of here Confused biology from ear to ear And is it day or night in here? I can never tell I'm throwing punches in the dark, till I get a hit I hate my melodies, they're all the same  And I can't get them outta my, my head I can't get them outta my, my head I can't get them outta my, my head I can't get them outta my, my head I'm here with you in my head I can't lose, no, no, no"
43,Reprise,Mew,indie,7.305714285714285,4.432857142857143,"Lift your head Don't forget you are loved Hang on to me That'll be the first words that you learn Listen child and believe them till you die Not long for me For you see, the dreamers have all grown And I so wanted children of my own"
47,The River of Dreams,Billy Joel,pop,7.227560975609755,4.934878048780488," In the middle of the night I go walking in my sleep From the mountains of faith To a river so deep I must be looking for something Something sacred I lost But the river is wide And it's too hard to cross  And even though I know The river is wide I walk down every evening And I stand on the shore And try to cross to the opposite side So I can finally find What I've been looking for  In the middle of the night I go walking in my sleep Through the valley of fear To a river so deep And I've been searching for something Taken out of my soul Something I would never lose Something somebody stole I don't know why I go walking at night But now I'm tired and I don't Want to walk anymore I hope it doesn't take the rest of my life Until I find what it is That I've been looking for  In the middle of the night I go walking in my sleep Through the jungle of doubt To a river so deep I know I'm searching for something Something so undefined That it can only be seen By the eyes of the blind In the middle of the night  I'm not sure about a life after this God knows I've never Been a spiritual man Baptized by the fire I wade into the river That runs to the promised land In the middle of the night I go walking in my sleep Through the desert of truth To the river so deep We all end in the ocean We all start in the streams We're all carried along By the river of dreams  In the middle of the night (Gloria, it's not Marie...)"
51,Wake as Gun I,Porcupine Tree,progressive rock,7.4062068965517245,4.80758620689655,Man wakes up as animal Hallucinates a fire Man wakes up as a ghost Bloodless but inspired Man wakes up as music And liberates the calm Man wakes up as a child And builds a bridge of charm Oh the silence you keep But I just wanna sleep Man wakes up as a gun And doesn't get the joke
56,Petite Roses,Diane Cluck,folk,6.8571052631578935,3.5671052631578952,"Petite roses bend To sniff at my ankles Pink and red roses lining the path The flagstone path that leads to nowhere To nowhere decided for now And the dog runs up With a heart in its mouth Deposited pulsing at my feet Blood still ushering from it's valves It shudders and gives up one last beat Shudders and gives up one last beat Oh, who am I to get this gift The giver bounding off in retreat The dog runs up with the heart in its mouth And drops it bloody at my feet Roses pester at my ankles The heart lies bloody at my feet"
58,Savory,Jawbox,rock,4.631844660194175,3.2739805825242723,"Hey angel, consider your position Framed to be consumed Savory Savoring your sympathy Hey angel, fly over and bless me See you feign surprise That I'm all eyes And you're all you need to be Hey angel, whatever position We consider fit to put you in You'll protest your complicity Easy now One hand will wash the other One hand will wash the other Hey angel, fly over and bless me See you feign surprise But I'm all eyes And we're all we need to be, need to be Easy now One hand will wash the other One hand will wash the other"
63,Hear Me Lord,George Harrison,classic rock,5.82,4.82," (Hear me, Lord) Forgive me, Lord Please, those years when I ignored you, hmm Forgive them, Lord Those that feel they can't afford you, hmm Help me Lord, please To rise above this dealing, hmm Help me Lord, please To love you with more feeling, hmm  At both ends of the road To the left and the right Above and below us Out and in, there's no place that you're not in Oh, won't you hear me, Lord?  (Hear me, Lord) (Hear me, Lord) (Hear me, Lord) (Hear me, Lord)  At both ends of the road To the left and the right Above and below us Out and in, there's no place that you're not in Oh, won't you hear me, Lord? Help me, Lord, please To rise a little higher, hmm Help me, Lord, please To burn out this desire, hmm Hear me, Lord, please Hear me, Lord, please  Oh, won't you— Please, please Hear me, Lord Oh, hear me, Lord Hear me, Lord Oh, won't you—Please, please Hear me, Lord Oh, hear me, Lord Hear me, Lord Oh, won't you— Please, please Hear me, Lord Oh, hear me, Lord Hear me, Lord"
65,The Band,Mando Diao,indie rock,8.064166666666669,5.676666666666668,"I've played that song from long ago When every morning longed to fall It broke my sighs and my regrets It stumbled on the steps You've build for climbing towards me Now it feels like sinners in the sun When I say - I said I'd die for you Or was it in my head I took you down on ouzo And now I think I'd rather see you dead I said i die for you Or was it in my head You took me down on oszo And then you say you'd rahter see me dead If my depression stood the wind I spat the devil up his chin It couldn't do me any harm It roughed my steel and shut my mouth My late impression Oh, that rain that's iching on my skin When I say- I said I die for you' Hold me, scratch my shoulder Fold me, sue me, watch me going mad I said I'd die for you Or was it in my head I took you down on ouzo And now I think I'd rather see you dead"
67,Sleepwalking,The Chain Gang of 1974,indie,7.685,4.085," Destiny turned her face Nightmares and violent shapes The state of dreaming has left me numb Blue eyes and wandering lips True lies through fingertips Hidden tales of forbidden love You've left me miserable Miserable, miserable, miserable Love, you've left me miserable Miserable, miserable, miserable  Maybe we're just sleepwalking Maybe we're just sleepwalking  Visions of better times Kingdoms and lilac wine Why did God fail to improve us? Teardrops of acid rain Burning down through my veins Can't I just sleep for a night?  Oh, despite my fears, I danced for you Even while others knew Oh, when can one wake and live again? I'm desperate, desperate, yeah! Maybe we're just sleepwalking Maybe we're just sleepwalking Yeah!  Maybe we're just sleepwalking Maybe we're just sleepwalking Maybe we're just sleepwalking  Oh, despite my fears, I danced for you Maybe we're just sleepwalking Maybe we're just sleepwalking Oh, when can one wake and live again? Maybe we're just sleepwalking Maybe we're just sleepwalking Maybe we're just sleepwalking"
68,Atlantic Realm,Clannad,celtic,4.9300000000000015,5.49,Atlantic Realm is primarily an instrumental with some vocal overlays. The only words I can discern are: Blue ocean... Strange lands...
72,Low Down,The Rolling Stones,rock,3.08,5.869999999999999," Won't you give me the low down Just as quick as you can Babe, I've been out of touch Just give me the scam Don't give me the sports page, baby No political news Don't you give me the gossip Just give me the truth Just between me and you  Give me the low down if you can I don't want a show down I just want to know where I stand  Don't read me the horoscope, baby That ain’t what I need Our future will never last But that's between you and me I don't want the movie section I'll see for myself I don't want the news that fits Shove it back on the shelf Give me the truth Just between me and you Give me the low down if you can I don't want a show down I just want to know where I stand   The headlines are screaming They change everyday As long as I ain’t in them I'm happy that way I know that you won't lie to me But you hold back the truth Please give me the low down I can only get it from you Give me the truth Just between me and you  Give me the low down if you can I don't want a show down I just want to know where I stand  Yeah yeah yeah give me the low down As quick as you can I don't want to hear about it (Just between me and you) I want it straight from you Give me the lowdown (Just between, just between me and you) Come on baby (Just between, just between and you) Give me the juice Come on, oh yeah (Just between, just between and you)"
74,I Want You (She's So Heavy),The Beatles,classic rock,5.644022988505747,4.679770114942529," I want you, I want you so bad I want you, I want you so bad, it's driving me mad It's driving me mad I want you, I want you so bad, babe I want you, I want you so bad, it's driving me mad It's driving me—   I want you, I want you so bad, babe I want you, I want you so bad, it's driving me mad It's driving me mad I want you, I want you so bad I want you, I want you so bad, it's driving me mad It's driving me—   She's so Heavy Heavy (Heavy, heavy)  She's so Heavy She's so heavy (Heavy, heavy)  I want you, I want you so bad I want you, I want you so bad, it's driving me mad It's driving me mad I want you, you know I want you so bad, babe I want you, you know I want you so bad, it's driving me mad It's driving me mad  Yeah  She's so— "
76,Handful Of Desire,The Residents,avant-garde,5.36,5.699999999999998, Sinews crackled in the heat Of noonday raptured thrill A moisture laden syncopated Automated drill A handful of desirous needs That's much too soon fulfilled
77,Everytime,Fractured,electro-industrial,3.34,1.405,As the daylight fades away All the things for which I've prayed Becomes the dust to make the dreams Where no one ever hears you scream Another life we seem to live Where dreams are all that we can give They never seem to come to me Those words that live Inside of me Pollute your veins with this disease This life has no guarantees You want what you will not get You live your life with no regrets But in the end nothing's the same Out trust is severed like our veins All the things I keep from you These lies are all true Burning eyes from all the tears That you've shed throughout the years Living live for what its worth ... This hell on earth Lose control of what's inside Inner peace has been denied Break it down To build up again Because we can no longer pretend Pollute your veins with this disease This life has no guarantees You want what you will not get You live your life with no regrets But in the end nothing's the same Our trust is severed like our veins All the things I keep from you These lies are all true
78,Cut Me Down,Lloyd Cole and The Commotions,pop,5.121136363636363,2.7286363636363635,"I've been bought and sold and I've been hung upside down So you can hear me breathing Do you think it's easy? I've been aching all through summer I've been aching, just to fall Cut me down I've been Billy Name and Filled my pockets with sand I've seen everything I hang upon your pretty frown I have wasted all my summer I've been aching, just to fall Cut me down All she had too much class to mention Were the things he never knew All the things she left unspoken Were the things he needed so (I'm not hurting anymore) I've been bought and sold And I've been hung upside down Can you hear me breathing Do you think it's easy? I may find it hard to follow I've been aching, just to fall Cut me down"
