track,artist,genre,valence_tags,arousal_tags
On the Outside (1977 mix),The Kinks,classic rock,4.8775,2.38
Da specta raw,Pecheur,chill out,6.3925,3.78625
Moon Beam Harp,Lone,electronic,7.51,4.125
Warding (Enduser Remix),Larvae,industrial,4.11,4.425
Peace Train,Yusuf Islam,chill,6.946272189349113,4.13
Gasoline,Brand New,alternative,5.855,4.9775
We Have Forgotten,Sixpence None the Richer,alternative,5.927865168539325,2.965505617977528
Carolina in My Mind,James Taylor,folk,6.403580246913579,3.5640740740740746
Wisemen (Edited Album Version),James Blunt,pop,6.815,3.6475
Crescent Silver Scythe,Sheila Chandra,new age,6.785,3.88
On The Roof,Aus,ambient,7.495,4.335
German Shepherds,Laika,,7.03,5.083333333333333
You Baby,Teena Marie,soul,4.85,5.77
Awesome Ft XV,Randy Rocket,hip-hop,6.61,5.293076923076924
Love Soundz,Lacey Schwimmer,pop,6.53,6.58
Players of the Game,Quasimoto,hip hop,5.795,3.8
Flashback,Ministry,industrial,2.057142857142857,4.420285714285714
Step Out,José González,soundtrack,6.935,3.805
And The Sky Lay Still,Elizabeth Anka Vajagic,folk,4.017037037037038,3.933555555555556
Propellor,Winter Bynes,downtempo,4.26,5.296666666666667
In Time,Wolfsheim,synthpop,6.385000000000001,4.315
I Am A Mistake,Richey Hackett,electronica,1.715,1.805
Omne Ensis Impera,Arditi,martial industrial,5.4,4.23
Whoa Whoa Whoa,Watsky,hip-hop,6.43,4.35
Don't Tell Me to Do the Math(s),Los Campesinos!,indie,7.696,6.037999999999999
Howl,The Grates,indie rock,4.185,3.16
Cen: die Botschaft,Centhron,dark electro,3.725,2.525
The New Girl In Town,Brittany Snow,soundtrack,7.870000000000001,5.683333333333334
Two Minutes,The Blows,indie,5.35,5.83
浮城,陳奕迅,,3.63,4.64
The Black Gates,Nocternity,black metal,6.05,5.45
Miracle,Blackmill,dubstep,5.95,4.8725
Galaxy in Janaki,Flying Lotus,electronic,7.11542372881356,5.06949152542373
Lucky Luke,Renegade Soundwave,electronic,6.32,3.23
I Could Make You Care,Frank Sinatra,vocal jazz,6.47,3.22
This Old Guitar,John Denver,folk,4.285,3.3550000000000004
Ca s'régale,Sinsemilia,reggae,5.975,5.54
Jen Is Bringin' The Drugs,Margot & the Nuclear So and So's,indie rock,3.584166666666666,3.5533333333333337
Death Sentence,Psidream,drum and bass,5.0,5.28
Clyde,The Twilight Singers,rock,3.32,3.475
Judy Teen,Cockney Rebel,glam rock,6.465,5.625
M79,Vampire Weekend,indie,7.639166666666665,5.55125
Takarasaka,Jerry Douglas,country,4.0,5.7
Hot Flash Jelly Roll,Dirty Looks,rock,3.85,5.64
How The Fog Slid,John Most,spoken word,5.54015625,4.383125000000001
Maybe You Can Owe Me,Architecture in Helsinki,indie,6.726029411764706,4.078014705882353
Unstable,Krizz Kaliko,hip-hop,2.1266666666666665,3.123333333333333
Ghost Song,Patrick Wolf,indie,5.996666666666666,4.30888888888889
Stress,Organized Konfusion,hip hop,4.086666666666667,5.563333333333333
Worry,Nizlopi,acoustic,6.037058823529412,3.274117647058823
Graduation Day,Chris Isaak,rock,5.11,2.9683333333333333
~,HAPPY TRENDY,electronic,4.95,3.7
Love,Don Himlin,experimental,4.523333333333333,3.046666666666667
Exogenesis: Symphony Part 3 (Redemption),Muse,rock,6.9588,4.5524
Sunshine & Love (Far Island Mix),Happy Mondays,house,4.0,5.7
Pretty Boy Swag,Soulja Boy,hip hop,7.57,6.1
Roots,Shimshai,reggae,4.343283582089552,3.5970149253731343
Deafening,Far,rock,5.49,5.215
Goin Home,Dinosaur Jr.,indie rock,5.105,3.04
Es geht daher des Tages Schein,Petr Eben,classical,6.95,5.0
And Then We Kiss [Junkie XL Remix],Britney Spears,pop,6.179775784753363,5.769596412556053
透明人間,東京事変,j-rock,7.96,5.12
La peur de l'homme philosophe (alt.),The Hass-Band,french,6.32,5.13
King of Doves,Maritime,indie,6.575,2.38
"Midnight, the Stars and You",Al Bowlly,,3.7,5.675
Knock You Down,Keri Hilson,pop,7.532083333333334,5.554999999999999
Gimme Mercy,Crimson Sunday,blues,4.145,3.935
Last Stop This Town,Eels,indie,6.7625,4.8475
Bikeriders,Lucero,rock,6.32,3.2299999999999995
Yellow is the Color (Ext of Forms&colours),ZAILM Atoyanh,soundtrack,5.945,5.199166666666667
Spring Has Come!!!,Piana,electronic,3.523333333333333,3.683333333333333
Enough of Nothing,Cody ChesnuTT,neo soul,6.11,4.075
Fingers Of Love,Crowded House,rock,5.44280701754386,3.696754385964912
Dolunay - Everything,Dolunay,electronic,5.882,3.852
Where Teardrops Fall,Bob Dylan,folk,4.626666666666667,2.69
The Little People,Glen Porter,,3.15,3.32
Radiation,The Apples in Stereo,indie,6.68,3.343684210526316
Bye Nancy Boy,Hot Snakes,post-hardcore,3.08,5.87
Cherry Bomb,Bratmobile,punk,6.305,5.755000000000001
Lily Marlene,The Tiger Lillies,cabaret,3.243333333333333,3.1266666666666665
Beati Immaculati,Thomas Tallis,choral,6.95,5.0
Varúð,Sigur Rós,post-rock,5.627647058823529,4.359117647058824
Honey Dip,AFTA-1,beats,3.9466666666666663,2.02
Hawk Eyes,Dark Mother,dubstep,3.79,4.075
Popular Mechanics for Lovers,Beulah,indie,6.835862068965517,4.481896551724137
Mystery Girl,Yeah Yeah Yeahs,indie,6.126363636363636,4.947272727272726
Spooky,God Module,dark electro,2.7958620689655174,3.2255172413793103
I'm Dancing in the Show Tonight,Ween,experimental,7.082857142857142,5.769523809523809
How Will I Know,Cousteau,indie,1.87,2.065
Making Universe,Zhuzha & Petrovich,world fusion,6.95,5.0
Me And My Big Ideas,Tears for Fears,new wave,5.553333333333335,3.551111111111111
Big Town,The Reds,rock,4.6725,5.165
Message To Silence,SPAmbient,soundtrack,6.325555555555556,4.452222222222222
Stidiek Is A Spammer,SPAmbient,soundtrack,6.282352941176471,4.3629411764705885
Only Our Hearts,Paul McCartney,jazz,7.5775,4.755
Walk Away,JK Flesh,industrial,3.785,3.91
Along the Way,The Honorary Title,indie,6.334999999999999,4.0175
Night Is Still,Strays Don't Sleep,rock,3.944,3.2099999999999995
My Goodbye,Elizabeth & The Catapult,pop,4.24,3.29
Stay Happy,Broken Social Scene,indie,7.63,5.89
Little Smirk,Theory of a Deadman,alternative rock,2.5095588235294115,6.0954411764705885
Constant Surprises,Little Dragon,trip-hop,6.6575,4.0525
So Natural,Lisa Stansfield,pop,5.603389830508475,3.3613559322033906
