,track,artist,genre,valence_tags,arousal_tags,lyrics
21,Don't Touch Your Sister,Kevin Bloody Wilson,comic,7.5,4.3,"Paroles de la chanson Don't Touch Your Sister : Son gotta talk to you Sit yourself down Your daddy's got something to say What you ought to know Bout the birds and the bees And to keep you from going astray Cause there are some rules that us men folk must foller And life on the farm will be fine You can bang anything that you find in the holler But don't touch your sister she's mine You, can jack yourself off just as much as you want Maybe grandma will give you a hand Or go ask your momma cause she's been a waitin for you To grow into a man You can practise on cactus but just you be careful of Prickin your dick on a spine No tellin where else you can go dunk your biscuit But don't touch your sister she's mine Don't touch your sister or youll be in trouble Cause that sorta thing just ain't done If you feel a twitching from down in your britches Go look somewhere else for your fun You can practise on cactus but just you be careful of Prickin your dick on a spine No tellin where else you can go dunk your biscuit But don't touch your sister she's mine You can go hump your grampa cause if youll real gentle He probably wont know that youre there But when you are finished just button his flannels and Prop him back up in his chair You can have your first choice of the salesmen that Call or the preacher when he calls next time No telling where else you can go dunk your biscuit But dont touch your sister shes mine Them, buzzards aint bad when you know how to catch em Just fart and theyll think that youre dead And dont turn your back on the cat cause it scratches But potty cabs love giving head You can do what you like to the horses and cattle, the Chicken, the goats and the swine You can bang anything that you find in the barnyard But dont touch your sister shes mine You can bang anything that you find on the farm here But dont touch your sister shes mine"
22,This World is Crazy,Lonely Drifter Karen,jazz,7.443333333333333,4.824999999999999,"This world is crazy Yeah, that's what it is Here we are now Far away from the city Don't we look pretty? I wish I had a ukulele, oh lila oh lila all night (?) I wish I had a ukulele, oh lila oh lila all night The roses came In early July I knew I had to See you one more time When the fields are all green Even though we know it's not passing time 'Cause we won't jump our trains To the cities where we came from And wave goodbye La la la la la la la la la (x2) This world is crazy Yeah, that's what it is And here we are now Far away from the city Don't we look pretty? I wish I had a ukulele, oh lila oh lila, all night I wish I had a ukulele, oh lila oh lila, all night I wish I had a ukulele, oh lila oh lila, all night I wish I had a ukulele, oh lila oh lila, all night"
23,Pile of Gold,The Blow,indie pop,7.206274509803921,4.957647058823529,"(Chorus begins) All the girls are sitting on a pile of gold All the girls— And the boys you know they want—they want it All the girls are sitting on a pile of gold All the girls— And the boys you know they want it, they want it Boys we love you Some of us don’t But plenty of us do You should treat us good You do that and you know We’re gunna-uh-uh huh Share more of our goods with you (chorus) They want it They want it It’s economic They need the warmth that we export Of course some boys will try to force the prices down By pushing girls around I’ve seen some do this Learned to see through this They get scared So scared, maybe we’ll refuse to share with them A gentle mass attack..... Exodus Tell them I know the truth that if you could Learn to save enough to make some trade with me (chorus) Boys boys we love you Some of us don’t Plenty of us do Treat us good And you know we’re gunna Share share share Our goods with you (chorus)"
25,Hurt (Jack Shaft Main Mix),Christina Aguilera,hip-hop,7.083333333333333,6.476666666666667," I would hold you in my arms I would take the pain away Thank you for all you've done Forgive all your mistakes There's nothing I wouldn't do To hear your voice again Sometimes I wanna call you, but I know you won't be there Be there, be there, be there...  And it's so hard to say goodbye when it comes to this  Would you tell me I was wrong? Would you help me understand? Are you lookin' down upon me? Are you proud of who I am? There's nothing I wouldn't do To have just one more chance To look into your eyes and see you looking back Back, back, back, back, back...  And I've hurt myself by hurting you Be there, be there, be there..."
28,Take Me Down,The Smashing Pumpkins,alternative rock,5.731555555555555,3.498111111111112," Take me down, to the underground Won't you take me down, to the underground Why oh why, there is no light And if I can't sleep, can you hold my life And all I see is you  Take my hand, I lost where I began In my heart I know all of my faults Will you help me understand And I believe in you You're the other half of me Soothe and heal... When you sleep, when you dream I'll be there if you need me, whenever I hear you sing  There is a sun, it'll come, the sun, I hear them call me down I held you once, a love that once, and life had just begun And you're all I see... And trumpets blew, and angels flew on the other side, dear And you're all I see, and you're all I'll need There's a love that God puts in your heart"
29,Nobody's Wedding,Richard Thompson,folk,4.223333333333334,3.3466666666666667,"Everybody came to nobody's wedding Everybody knew it was bound to be a hoot What can you do when nothing else is cooking? You make your own amusement, bring a pile of loot (Chorus) There was Alice, the butcher, ?tidy and gone? We couldn't see where they were heading With sixteen days and sixteen nights And it weren't even nobody's wedding ""What a great reception,"" all the people cried ""Who stole the groom and who stole the bride? How did the countess slide underneath the door? Why is the wild boy chopping up the floor?"" (Chorus) I didn't hear the sound of the tin cans rattle I didn't hear a tear drop, I didn't hear a prattle I didn't hear the words of the Bible being read When it's nobody's wedding, nobody's wed (Chorus)"
36,Ba Ba Ba,Miss Li,indie,7.787976190476191,6.165357142857142,"Ba ba ba ba ba ba ... Come here, please forgive me now Don't know if I dare to try Come here, let me turn you by Don't wanna cry again Come on, let me kiss you now Don't know if I dare to fly Come on, let me turn you by Don't wanna cry I don't wanna break your heart I just want a brand new start Ba ba ba ba ba ba... Come here, don't be stiff and proud It wasn't me who did the crime Come here, it's hurts so bad inside That's what they try for me Come on, let me do you right Well I didn't start the fight I know, and I promise to be kind Make up your mind I don't wanna break your heart I just want a brand new start Ba ba ba ba ba ba... Let's stop breaking each other's heart We both want a brand new start Lets forget about the pain We both know our love will last Come on! Ba ba ba ba ba ba..."
37,Light It Up,Cypress Hill,hip hop,6.42,2.76," I'm systematic, hydromatic I'm unorthodox like Lenny Kravitz I don't play guitar, still on your radar And you can help by screamin, “FUCK YOU HATERS!” I’m so hungry, I’ll take what’s on your plate Look in your face like I’ma hit you with the milk crate They say he one of the greatest, he’s a animal My appetite is enormous like that of a cannibal I eat emcees up, you might wanna ease up I squeeze the trigger like I squeeze on a C cup The beat is like crack now, you might wanna re up Pete Rock, hit us with the heat rock, ease up! I’m on the block straight, smokin' up a Ozone You in my shit, steady beggin' for my homegrown The beat is on, the heat is on If Sen Dog’s Cheech, I must be Chong  When I got this mic (i'mma light it up) When I step on stage (i'mma light it up) Go ahead and pass the blunt (i'mma light it up) Everybody everybody (i'mma light it up) When I got this mic (i'mma light it up) When I step on stage (i'mma light it up) Go ahead and pass the blunt (i'mma light it up) If you're invited, you're invited (i'mma light it up) I'm so amazing the joint's a blazin' I can rip a mic on any occassion My forfeit, your stretched like a limousine for hatin' Hip hop so we took the nation by storm A million fans stormed the the stages The times are changes, my 9 is dangerous My steel is stainless it will leave you brainless Young and famous, we run LA Its all city and can nobody take it Honey's are waitin' Backstage at the show they wanna run with the crew Half-ska but as cool as a fan With theis moc in my hand Imma stay true to my friends With this gun in my hand, I stay true to the streets If you say you are a dealer you have to prove it me  When I got this mic (i'mma light it up) When I step on stage (i'mma light it up) Go ahead and pass the blunt (i'mma light it up) Everybody everybody (i'mma light it up) When I got this mic (i'mma light it up) When I step on stage (i'mma light it up) Go ahead and pass the blunt (i'mma light it up) If you're invited, you're invited (i'mma light it up) So much game, fools beggin' for a seminar You want a bong hit, homie what you beggin' for? I bring the static when you act dramatic Got a mix up my sleeve call me Mister Magic  It's automatic, Pete Rock and the Hill Now that's a classic, ya gots to have it Ashes to ashes and dust to dust We'll put you in the dirt if you fuck with' us BUST  I'm a natural and I ain't neutral Come and learn somethin', homie, you can be my pupil Get out of pocket? Sorry! Yes, my homies'll boot you Film it on the cam then we put it on YouTube  They try to say I operate with a screw loose And who am I to say I ain't packin' a deuce-deuce? Last day out quick to give you a new suit And a pine box that you better get used to  When I got this mic (i'mma light it up) When I step on stage (i'mma light it up) Go ahead and pass the blunt (i'mma light it up) Everybody everybody (i'mma light it up) When I got this mic (i'mma light it up) When I step on stage (i'mma light it up) Go ahead and pass the blunt (i'mma light it up) If you're invited, you're invited (i'mma light it up)"
45,Favorite Thing,The Replacements,alternative,3.336,3.804,"Hey! Yeah, kid, it's a-really hip With plenty of flash and you know it Yeah, dad, you're rocking real bad Don't break your neck when you fall down laughing Donna, wanna, Donna Yeah, I know, I look like hell I smoke and I drink and I'm feeling swell Yeah, I hear you think it's weird But I don't give a single shit Yeah, man, it's a-hip, you know what I'm saying It's a-hip, you know what I'm saying and I hear it My heart aches, it's a-looking for a dolly Looking for a dolly, can't you hear it? Wanna be something Wanna be anything Yeah, I know I feel this way But I ain't gonna never change Yeah, I hear, I think, I know Rock don't give a shit, you know You're my favorite thing You're my favorite thing Bar nothing! You're my favorite thing You're my favorite thing You're my You're mine You're mine You're mine I think big, I think big I think big once in a while I think big, I think big I think big once in a while I think, think, think, I think, think, think I think, think, I think once in a while"
48,Run To,Emerson Hart,rock,3.805,2.56,"How I love to be the chain How I love to say your name How I wanna be the one you run to How I wanna see this through How I love to be the risk And the wrinkles in your fist How I love to be the one you need How I love to watch it bleed When will you learn just to give me What I want, what I want When will you learn to let it show How I wanna be the eye As it watches in the sky How I thought it was a reason call How I love to risk it all How I love to be the twist How I wanna live through this Swinging wildly from a hand you hold How I love to be that bold When will you learn just to give me What I want, what I want When will you learn to let it show What you didn't see comin When will you learn just to give me What I want, what I want When will you learn to let it show When will you learn just to give me What I want, what I want When will you learn to let it show"
50,I Walked,Sufjan Stevens,indie,5.926315789473684,4.369122807017544," Lover, will you look at me now? I'm already dead to you But I'm inclined to explain What I could not before Whatever you didn't do, what you couldn't say I am sorry the worst has arrived For I deserve more For at least I deserve the respect of a kiss goodbye Tell me, do you think of me now As I think of you? For I could not have shaken The touch of your breath on my arm For it has stayed in me as an epithet I am sorry the worst has arrived For I'm on the floor In the room where we made it our last touch of the night  I walked, cause you walked But I won't probably get very far Sensation to what you said But I'm not about to expect something more I would not have run off But I couldn't bear that it's me, it's my fault I should not be so lost But I've got nothing left to love  Lover, will you look from me now I'm already dead But I've come to explain Why I left such a mess on the floor For when you went away I went crazy I was wild with the breast of a dog I ran through the night With a knife in my chest, with the lust of your loveless life  I walked, cause you walked But I won't probably get very far Sensation to what you said But I'm not about to expect something more I would not have run off But I couldn't bear that it's me, it's my fault I should not be so lost But I've got nothing left to love I walked, cause you walked I walked, cause you walked I walked, cause you walked I walked, cause you walked I walked, cause you walked I walked, cause you walked I walked, cause you walked"
51,"On Love, In Sadness",Jason Mraz,singer-songwriter,7.164545454545456,5.225314685314686," Sing about that Oh, love it's a brittle madness I sing about it in all my sadness Not falsified to say that I found God, so Inevitably, well, it still exists, pale and fine I can't dismiss And I won't resist And if I die, well, at least I tried  And we just lay awake in lust and rust in the rain And ponder on everything we say, ""We trust"" Well, it happened again, I listened in through hallways and thin doors Where the rivers unwind, rust and the rain endure The rust and the rain so thin Well, I'm in like Flynn again I'm in  So go on place your order now 'Cause some other time is right around the clock You can stand in line well it finally begins Oh, just around the block You can have your pick if your stomach is sick Whether you eat or not And there is just one thing that I almost forgot Oh, see, you and me, we lay awake in lust and rust in the rain And ponder on everything we say, ""We trust"" Well it happened again, I listened in through hallways and thin doors Where the rivers unwind, the rivers unwind so easy Oh, these are the comforts that be  You see, well, I'm feeling' lucky Oh well, maybe that's just me Well, you'd be proud of me, oh well, if you could only see How we're gonna grown up to be Ah yes, we are thick as thieves  Sing about that Oh love it's a brittle madness I sing about it in all my sadness Not falsified to say that I found God so Inevitably well it still exists, pale and fine I can't dismiss And I won't resist And if I die well at least I tried  And we just lay awake in lust and rust in the rain And ponder on everything we say, ""We trust"" Well, it happened again, I listened in through hallways and thin doors Where the rivers unwind, rust and the rain endure Because I'm in so far to know, the measure of love ain't lost Love will never, ever be In so far to know, the measure of love ain't lost Love will never, ever be In so far to know, the measure of love ain't lost Love will never, ever be lost on me  Oh, not tonight, said, ""Love will never ever be lost on me"" Love will never ever be lost on me Love will not be Love will never be lost on me Love will not be lost on me"
53,Turn it Off,Drive Like Jehu,post-hardcore,5.25,4.773333333333333,Turn It off Wipe that look off your face Turn It off Look what you done to this place Yer flawless sense of timing You got so many lines The faucet just keeps on running Water down in style Turn It off Turn It off Ya know the soft answer From a thinkin' man Makes for the softest landing Turn away a whole flock of wrath But when yer plumbing backs up You're gonna drink it down Where ya gonna shack up? Who's yer landlord now?
55,Come on Over,Jessica Simpson,country,4.291176470588235,4.468235294117648," Leave your dishes in the sink Leave the ice cubes in your drink Just come on over Leave your coat behind the door Leave your laundry on the floor Just come on over  I need you now, I need you bad I need you, baby, lookin' just like that Don't pack a bag, don't make me wait I wanna kiss that smile that's on your face I need you wrapped up in these arms I want you just the way you are Come on over  Baseball cap and torn up jeans A pair of flip-flops on your feet Just come on over Don't slow down, don't stop for gas Keep those four wheels spinning fast Just come on over  I need you now, I need you bad I need you, baby, looking just like that Don't pack a bag, don't make me wait I wanna kiss that smile that's on your face I need you wrapped up in these arms I want you just the way you are Come on over I need you now, I need you bad I need you, baby, looking just like that  Don't pack a bag Don't make me wait I wanna kiss that smile that's on your face Oh, all I need is all your love Baby, I can't get enough I need you wrapped up in these arms I want you just the way you are So come on over So come on over"
57,Apartment,Young the Giant,indie rock,7.367831325301204,4.005421686746987," After leavin' my apartment I feel this cold inside me It howls away all through the market It calls your name Hoh oh-oh Hoh oh-oh  On my way to your apartment I write for fear of silence You carved a boat to sail my shadow Now I walk alone Hoh oh-oh oh Alright, alri-i-ight Ooh  I hit the sidewalk And this is how it starts Hide in a raincoat When things are fallin' apart  After leavin' your apartment I hit the coast by nightfall So sure to keep you dreamin' You understood Oh, I know you understood Yes sir, it shows I was no good Ah, ah, ah Alright, alri-i-ight I hit the sidewalk And this is how it starts Hide in a raincoat When things are fallin' apart  'Cause sooner or later This is bound to stop Come on, let's savor What we're falling for   After leavin' your apartment I hear the coa..."
60,Karuzele skutery rodeo,Lenny Valentino,psychedelic rock,6.47,3.22,"Wielki dzień, wszystkie dzieci cieszą się Krzywe lustro straszy mnie, diabły taty boją się, bardzo boją... Wielki dzień i wielka chwila, żaba śmiech w lęk ukryła Pędzą mali na rowerach, pędzą mali w karuzelach Kolorowe baloniki, sztuczne kwiaty na strzelnicy Pędzą mali na rowerach, pędzą mali w karuzelach Wielki dzień, wszystkie dzieci bawią się Biały klaun woła mnie, a ja klaunów boję się, bardzo boję... Wielki dzień i wielka chwila, żaba śmiech w lęk ukryła Pędzą mali na rowerach, pędzą mali w karuzelach Kolorowe baloniki, sztuczne kwiaty na strzelnicy Pędzą mali na rowerach, pędzą mali w karuzelach... Wielki dzień i wielka chwila, żaba śmiech w lęk ukryła Pędzą mali na rowerach, pędzą mali w karuzelach Kolorowe baloniki, sztuczne kwiaty na strzelnicy Pędzą mali na rowerach, pędzą mali w karuzelach... Wielki dzień, wszystkie dzieci cieszą się Wszystkie dzieci bawią się, bo to wielki dla nich dzień Wielki dzień..."
61,Like A Call,Architecture in Helsinki,indie pop,6.698571428571428,3.782857142857144,"All the cars down the bottom, windmill chasing Calling police so, so we're placing Weight on minds Red sports car Northwest dated, counting the sleeps I'm counting, waiting Stalled inside There's no tires to save our skins (they're bald and old) Their advice won't change our plans Through an old telescope for close up faces You're cornering the fire it works in your favor Televized Like the all night long at 3am feeling You get in your legs when you're dancing on the ceiling Friends of mine And you change the beat disguised Like a call to realize You just made a pass in that reflection You're fixing your hair or asking questions You decide Turn it around, the place is a fountain youth, you're squealing Offering advice that sounds appealing Nervous fun 'cept the cheating's in your blood And the hardest word is love Let's not starve here today, none of that behavior (i'm not revealing, unless your feelings are long term) Eating like a princess, I'm gonna save you Stay at mine And we're carving up the courses we're not playing (i'm not revealing, unless your feelings are long term) Don't want to hear the swear words you're spraying Undermined I'm not revealing unless your feelings are long term (x3) It's like a, it's like a call. (x3)"
